sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
"Viruses causing gastroenteritis include rotavirus, norovirus, adenovirus and astrovirus.",CauseNet-cause.csv,,1,[],[],implicit,"[('viruses', 'gastroenteritis')]",No
"1.6 Neither the fact that the adverse reaction causing the injury was foreseeable or predictable, nor the fact that the patient has freely consented (whether in writing or otherwise) to participate in the trial should exclude patient from consideration for compensation under these Guidelines, although compensation may be abated or excluded in the light of the factors described in paragraph 4.2 below.",CauseNet-cause.csv,,1,[],[],implicit,"[('adverse_reaction', 'injury')]",No
"However, the Amplified CT test uses a urine sample to test for the bacteria causing chlamydia.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'chlamydia')]",No
"I am to the point that my weight gain is causing as much pain as the arthritis initially did, and I am concerned about other complications from the excess weight.",CauseNet-cause.csv,,1,[],[],implicit,"[('weight_gain', 'pain')]",No
The brian is altered by the drug causing addiction.,CauseNet-cause.csv,,1,[],[],implicit,"[('drug', 'addiction')]",No
"If you suspect that a service is causing problems, you can turn it off by double-clicking on its name and then clicking on the Stop button.",CauseNet-cause.csv,,1,[],[],implicit,"[('service', 'problems')]",No
Staphylococcus aureus is a bacterium that has always been causing infections in humans.,CauseNet-cause.csv,,1,[],[],implicit,"[('bacterium', 'infections_in_humans')]",No
It's almost certainly warped rotors that are causing the problem.,CauseNet-cause.csv,,1,[],[],implicit,"[('warped_rotors', 'problem')]",No
"Therefore, a mangosteen juice containing a high content of the outer rind (called pericarp) can reduce inflammation causing the arthritis pain.",CauseNet-cause.csv,,1,[],['Therefore'],implicit,"[('inflammation', 'arthritis_pain')]",No
"All mutations increased resting whole-cell K(ATP) currents by reducing channel inhibition by ATP, but, in the simulated heterozygous state, mutations causing PNDM alone (R201C) produced smaller K(ATP) currents and less change in ATP sensitivity than mutations associated with severe disease (Q52R and V59G).",CauseNet-cause.csv,,1,[],[],implicit,"[('mutations', 'pndm')]",No
A research team led by Ray Blanchard of the University of Toronto took the medical histories of about 400 pedophiles and 800 nonpedophiles and found that the pedophiles were more likely than the others to have had accidents causing loss of consciousness before age six.,CauseNet-cause.csv,,1,[],[],implicit,"[('accidents', 'loss_of_consciousness')]",No
I asked her if the low thyroid could be causing all these problems (like the pain and fatigue).,CauseNet-cause.csv,,1,[],[],implicit,"[('low_thyroid', 'problems')]",No
"Most of the time mites, yeast, dreaded staph bacteria and other micro organisms can give rise to the growth of this disorder, where acne causing bacteria can penetrate the skin and then thrive in a suitable atmosphere.",CauseNet-cause.csv,,1,[],[],implicit,"[('acne', 'bacteria')]",No
Pets are easily affected by parasites causing skin disorders.,CauseNet-cause.csv,,1,[],[],implicit,"[('parasites', 'skin_disorders')]",No
"While PVO is common (present in about 25% of people), the company plans to target those for whom the condition may be causing serious complications including stroke and migraines.",CauseNet-cause.csv,,1,[],[],implicit,"[('condition', 'serious_complications')]",No
It came as the firmest statement yet that the climate crisis is now upon us and immediate action to dramatically reduce the fossil fuel pollution causing global warming is crucial.,CauseNet-cause.csv,,1,[],[],implicit,"[('fossil_fuel_pollution', 'global_warming')]",No
"Chlorpromazine and other phenothiazines may intensify the effects of drugs causing sedation, including alcohol, barbiturates , narcotic pain medications, minor tranquilizers, and antihistamines.",CauseNet-cause.csv,,1,[],[],implicit,"[('drugs', 'sedation')]",No
An accident causing two deaths occurred from an explosion in a house adjacent to Skellingsted landfill in Denmark in 1991.,CauseNet-cause.csv,,1,[],[],implicit,"[('accident', 'deaths')]",No
"In addition, of course, any new gas-fired generating units would emit large quantities of CO2, a gas that is causing climate change.",CauseNet-cause.csv,,1,[],[],implicit,"[('gas', 'climate_change')]",No
"First formulated by Griffith in 1967, the protein only hypothesis states that the infectious agent causing transmissible spongiform encephalopathies (kuru, CreutzfeldtJakob disease, BSE, sheep scrapie, and other related ailments) consists of the modified form prions 831 of a normal cellular protein (Fig Where Can I Buy Nitroglycerin Needs In Canada.",CauseNet-cause.csv,,1,[],[],implicit,"[('infectious_agent', 'transmissible_spongiform_encephalopathies')]",No
Zaon does warn of these items causing problems and does offer suggestions to minimize these.,CauseNet-cause.csv,,1,[],[],implicit,"[('items', 'problems')]",No
Consult with your veterinarian before using this product in animals: with clotting disorders; being treated with anticoagulant medications; diabetes or any metabolic disorder causing hyperglycemia; history of urinary tract stones; known allergies to shellfish.,CauseNet-cause.csv,,1,[],[],implicit,"[('diabetes', 'hyperglycemia')]",No
The Microban Polypropylene Food Storage Containers have Microban antimicrobial protection built in to help prevent odor causing bacteria.,CauseNet-cause.csv,,1,[],[],implicit,"[('odor', 'bacteria')]",No
Situation such as a pulled muscle or conditions like whiplash causing pain and other conditions connected to an injury.,CauseNet-cause.csv,,1,[],[],implicit,"[('whiplash', 'pain')]",No
"This results from the clearing of unstable slopes for cultivation, slash and burn methods often causing forest fires, and poor farming and forestry practices leading to soil erosion and loss of productivity.",CauseNet-cause.csv,,1,[],['leading to'],implicit,"[('poor_farming', 'soil_erosion')]",No
"If the disease causing conditions, modern food, drinks, drugs, and other environmental poisons, are controlled, then illness will thus usually be prevented.",CauseNet-cause.csv,,1,[],['thus'],implicit,"[('disease', 'conditions')]",No
"The incident followed an argument inside the restaurant between Gesa , two girls and an unidentified man, 19, who was arrested and charged with assault causing grievous bodily harm.",CauseNet-cause.csv,,1,[],[],implicit,"[('assault', 'grievous_bodily_harm')]",No
Tea tree oil is able to fight acne causing bacteria and also drop their expansion due to its antibacterial nature.,CauseNet-cause.csv,,1,[],['due to'],implicit,"[('acne', 'bacteria')]",No
It is a scientific strategy that works by correcting imbalances in the metabolism and hormones that are causing weight loss to be difficult.,CauseNet-cause.csv,,1,[],[],implicit,"[('hormones', 'weight_loss')]",No
They will also give you troubleshooting codes to help diagnose any problems causing the check engine light to come on.,CauseNet-cause.csv,,1,[],[],implicit,"[('problems', 'check_engine_light')]",No
"The virus causing AIDS enters the blood and quickly penetrates certain white cells (called `CD4' cells or ""T4 cells"") in the body.",CauseNet-cause.csv,,1,[],[],implicit,"[('virus', 'aids')]",No
"Whenever chemicals are added to food, it also increases the number of cancer causing substances which will be avoided by using organic food.",CauseNet-cause.csv,,1,[],[],implicit,"[('cancer', 'substances')]",No
An out-of-court mesothelioma asbestos cancer settlement is another way of being compensated for your losses instead of suing the companies responsible for the cancer causing asbestos exposure.,CauseNet-cause.csv,,1,[],[],implicit,"[('cancer', 'asbestos_exposure')]",No
Burning fossil fuel contributes to greenhouse gases that are causing climate change.,CauseNet-cause.csv,,1,[],[],implicit,"[('greenhouse_gases', 'climate_change')]",No
"Blood deficiency causing dizziness, insomnia, fatigue, soreness in the muscles and limbs and poor concentration.",CauseNet-cause.csv,,1,[],[],implicit,"[('blood_deficiency', 'dizziness')]",No
"* Criminalization might be intended as a pre-emptive, harm-reduction device, using the threat of punishment as a deterrent to those proposing to engage in the behavior causing harm.",CauseNet-cause.csv,,1,[],[],implicit,"[('behavior', 'harm')]",No
An underlying medical condition may be causing weight gain.,CauseNet-cause.csv,,1,[],[],implicit,"[('underlying_medical_condition', 'weight_gain')]",No
"When blood sugar rises, cells in the pancreas release insulin, causing the body to absorb glucose from the blood, which lowers the blood sugar level to normal.",CauseNet-cause.csv,,1,[],[],implicit,"[('cells_in_the_pancreas_release_insulin', 'body_to_absorb_glucose_from_the_blood')]",No
"The insight gained from studying these, and other examples, of altered translation are also proving useful in understanding the molecular consequences of disease causing mutations.",CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'mutations')]",No
"Using a combination of genetic and biochemical techniques, they identified the functions of cancer causing genes, so called oncogenes, of polyomavirus, including a function required for viral DNA replication and a function that stimulates cell growth by mimicking an activated growth factor receptor.",CauseNet-cause.csv,,1,[],[],implicit,"[('cancer', 'genes')]",No
It also may have helped along the very same industrializing forces that were causing the social upheaval and community breakdown that was really causing violence.,CauseNet-cause.csv,,1,[],[],implicit,"[('social_upheaval', 'violence')]",No
"Sometimes, controlling the rate of an arrhythmia that's causing heart failure can improve your heart's function.",CauseNet-cause.csv,,1,[],[],implicit,"[('arrhythmia', 'heart_failure')]",No
The gums stick to the teeth very closely to prevent the entry of bacteria causing infection and reach the root of the teeth or jaw bone.,CauseNet-cause.csv,,1,[],[],implicit,"[('entry_of_bacteria', 'infection')]",No
"However, the EFSA's committee stressed the acute health concerns including accidents causing death that have been reported for young people that consume excessive amounts of energy drinks combined either with physical stress or as in most cases the use of alcohol.",CauseNet-cause.csv,,1,[],[],implicit,"[('accidents', 'death')]",No
Impaction takes place each time a bearded dragon's digestive system is impeded by a mass causing an obvious bump on its spine.,CauseNet-cause.csv,,1,[],[],implicit,"[('mass', 'obvious_bump_on_its_spine')]",No
"""Obviously this virus is still causing death, although it may be causing death at a slower rate of progression now.",CauseNet-cause.csv,,1,[],[],implicit,"[('virus', 'death')]",No
Extra bony growths can grow on the vertebrae and may press on the nerve roots causing pain and irritation.,CauseNet-cause.csv,,1,[],[],implicit,"[('nerve_roots', 'pain')]",No
"In case of a driver causing a crash, only one instance of PrintIsolationHost.exe goes away, but the spooler service itself is left unperturbed.",CauseNet-cause.csv,,1,[],[],implicit,"[('driver', 'crash')]",No
"Hand-transmission is a critical factor in the spread of bacteria, pathogens, viruses causing disease, foodborne illness and nosocomial infections (infections acquired while in healthcare and unrelated to the original condition).",CauseNet-cause.csv,,1,[],[],implicit,"[('viruses', 'disease')]",No
Those with pre-existing cardiovascular or respiratory conditions - Wildfire smoke can worsen symptoms of pre-existing cardiovascular and respiratory conditions causing increased morbidity and mortality among this population.,CauseNet-cause.csv,,1,[],[],implicit,"[('respiratory_conditions', 'increased_morbidity')]",No
Keurig needs to address the design issues that are causing these failures for so many of their customers!,CauseNet-cause.csv,,1,[],[],implicit,"[('design_issues', 'failures')]",No
The world we live in is filled with disease causing foods.,CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'foods')]",No
Heart block causing failure in the transmission of electrical signals to all parts of the heart can also lead to a slow heart rate.,CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('heart_block', 'slow_heart_rate')]",No
Chinese Medicine says that heat and poison in the blood vessels are causing a blockage.,CauseNet-cause.csv,,1,[],[],implicit,"[('heat', 'blockage')]",No
Our diet is causing all these diseases and flaws.,CauseNet-cause.csv,,1,[],[],implicit,"[('diet', 'diseases')]",No
Taking a thread dump showed that most of the threads are blocked and the lock causing the problem is the triggerLock in the RAMJobStore class.,CauseNet-cause.csv,,1,[],[],implicit,"[('lock', 'problem')]",No
"If a policy is causing more harm than good in your opinion, make it known to the authorities.",CauseNet-cause.csv,,1,[],[],implicit,"[('policy', 'harm')]",No
Heavy snow continues to fall on an extremely weak snowpack causing unstable conditions.,CauseNet-cause.csv,,1,[],[],implicit,"[('extremely_weak_snowpack', 'unstable_conditions')]",No
"Could be sleep apnea (common in Marfan), could be his reflux causing problems.",CauseNet-cause.csv,,1,[],[],implicit,"[('reflux', 'problems')]",No
"He says, ""I'd like it if someone could address the National Academy of Science statement that 97 percent of climatologists believe that human activities are causing warming.",CauseNet-cause.csv,,1,['believe'],[],implicit,"[('human_activities', 'warming')]",No
"A federal grand jury in April indicted Zapata Espinoza on one count of murder of officer or employee of the United States, one count of attempted murder of an officer or employee of the United States, one count of attempted murder of an internationally protected person and one count of using, carrying, brandishing and discharging a firearm in relation to a crime of violence causing death and aiding and abetting and causing an act to be done, court documents show.",CauseNet-cause.csv,,1,[],[],implicit,"[('crime_of_violence', 'death')]",No
More likely the kidney failure was causing my high blood pressure.,CauseNet-cause.csv,,1,[],[],implicit,"[('kidney_failure', 'high_blood_pressure')]",No
Inherited forms of retinal degenerative diseases such as RP and Usher syndrome usually affect peripheral vision causing night-blindness and tunnel vision.,CauseNet-cause.csv,,1,[],[],implicit,"[('peripheral_vision', 'tunnel_vision')]",No
Hysteroscopic myomectomy is a technique that is performed if the fibroids causing the symptoms are within or bulging into the uterine cavity.,CauseNet-cause.csv,,1,[],[],implicit,"[('fibroids', 'symptoms')]",No
"If carpet is causing problems, the only treatment is to remove it and get it out of the house.",CauseNet-cause.csv,,1,[],[],implicit,"[('carpet', 'problems')]",No
Most gene mutations causing cystic fibrosis end up with the receptor stuck in the endoplasmic reticulum and unable to reach the cell surface.,CauseNet-cause.csv,,1,[],[],implicit,"[('gene_mutations', 'cystic_fibrosis')]",No
"However, if SUPRAX is effective against the bacteria causing the disease can potentially adversely affect pregnancy.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'disease')]",No
Without treating our drinking water we would continually be infected by disease causing microorganisms.,CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'microorganisms')]",No
A bad breath natural remedy made with a safe and effective antibacterial agent will prevent bad breath and control the gum disease causing the problem.,CauseNet-cause.csv,,1,[],[],implicit,"[('gum_disease', 'problem')]",No
"The most dangerous mint disease in Lithuania is rust; pests causing more harm are: Eupteryx atropunctata, Longitarsus lycopi.",CauseNet-cause.csv,,1,[],[],implicit,"[('pests', 'harm')]",No
"In two small clinical trials in India and Bangladesh, 0.2% chlorhexidine was superior to natamycin in treating a range of fungi causing keratitis.",CauseNet-cause.csv,,1,[],[],implicit,"[('fungi', 'keratitis')]",No
"Complications causing impaired vision were documented, changes in visual acuity after completion of treatment were measured, and the risk of 'poor outcome' (visual acuity 6/12 and less) was compared in the various types of uveitis, using 'exact' multiple logistic regression to control confounding by other prognostic factors.",CauseNet-cause.csv,,1,[],[],implicit,"[('complications', 'impaired_vision')]",No
"To further counteract the concussion associated with impact and weight bearing, the distal phalanx descends into the hoof capsule due to the elasticity of the lamina in a distopalmar direction, causing the sole to flatten; the palmar margin of the distal phalanx descends distally, pushing the navicular bone into the deep digital flexor tendon.7 An ideal method for a clinician to monitor and preserve foot health is through careful observation and evaluation of hoof conformation.",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('impact', 'concussion')]",No
"Therefore, you can see any concern of second hand smoke causing lung cancer is highly questionable.""",CauseNet-cause.csv,,1,[],['Therefore'],implicit,"[('second_hand_smoke', 'lung_cancer')]",No
"As a natural anti-biotic, Garlic is the only known herb that can protect the body against poisons that are causing an infection while also killing the virus or bacteria that is actually causing the infection.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'infection')]",No
"Engorgement may lead to mastitis (inflammation of the breast) and untreated engorgement puts pressure on the milk ducts, often causing a plugged duct.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('engorgement', 'mastitis')]",No
"Not only is deforestation causing a loss of biological diversity on an unprecedented scale, it's causing us to lose between 50-100 animal and plant species each day but we lose the benefit that healthy forests provide--they filter polluted water, remove air pollution, sequester carbon and provide homes for wildlife.",CauseNet-cause.csv,,1,[],[],implicit,"[('deforestation', 'loss_of_biological_diversity')]",No
"Between third-party plugins, finicky flame files and a bug causing a memory leak, once you've finally got the damn thing working (read: after you've performed the necessary blood-sacrifices), you hardly want to breathe on, let alone use, the computer.",CauseNet-cause.csv,,1,[],[],implicit,"[('bug', 'memory_leak')]",No
I get the distinct feeling that Roche manufactured the lie that Tamiflu was effective and safe in much the same way as Global Warming fanatic scientists manufactured their lie that human activity was causing global warming!,CauseNet-cause.csv,,1,[],[],implicit,"[('human_activity', 'global_warming')]",No
"Timing problems still are causing problems with the sound quality, but the code does work.",CauseNet-cause.csv,,1,[],[],implicit,"[('timing_problems', 'problems')]",No
"As the gas seeped into his living room, the baby Mohammed began to shake violently before suffering a stroke causing extensive paralysis.",CauseNet-cause.csv,,1,[],[],implicit,"[('stroke', 'extensive_paralysis')]",No
Extensive studies had indicated that lead shot was unintentionally causing 2 million or more waterfowl deaths per year.,CauseNet-cause.csv,,1,[],[],implicit,"[('lead_shot', 'waterfowl_deaths')]",No
"By understanding the proteins and their functions of humans and of microorganisms that are responsible for so much disease in the third world, we can actually look at protein-protein interaction between the human protein and the virus or bacteria that are causing the disease and make drugs specifically based on that knowledge.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'disease')]",No
"Many of those devices were carefully sniffing out organic chemicals, which are largely responsible for forming ozone and aerosols, the main components of smog causing the health effects associated with air pollution.",CauseNet-cause.csv,,1,[],[],implicit,"[('air_pollution', 'health_effects')]",No
"To make sure the bacteria causing an infection are susceptible to oxytetracycline your doctor may take a tissue sample, for example a swab from the infected area, or a urine or blood sample.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'infection')]",No
"As the ailment becomes more commonplace, we find people experimenting with a variety of remedies to control blood pressure or cure the condition causing raised blood pressure.",CauseNet-cause.csv,,1,[],[],implicit,"[('condition', 'raised_blood_pressure')]",No
Iron oxide present in the shale accounts for the red colouring; circulating groundwater causing the change of red iron oxide to green iron oxide accounts for the narrow green bands.,CauseNet-cause.csv,,1,[],[],implicit,"[('circulating_groundwater', 'change_of_red_iron_oxide_to_green_iron_oxide')]",No
Dust mites are the most common indoor allergens causing allergy symptoms.,CauseNet-cause.csv,,1,[],[],implicit,"[('indoor_allergens', 'allergy_symptoms')]",No
"Human activity is causing environmental change to which organisms respond through adaptation, evolution, or formation of new groupings of species and communities (Egler 1942).",CauseNet-cause.csv,,1,[],[],implicit,"[('human_activity', 'environmental_change')]",No
"It is bizarre that the bar staff, who are exposed to much more smoke than other employees, should continue to be exposed to cancer causing substances while others enjoy protection from health and safety legislation.",CauseNet-cause.csv,,1,[],[],implicit,"[('cancer', 'substances')]",No
They investigate by taking samples and also completing a questionnaire to determine the type of bacteria causing the illness and where this bacteria was picked up.,CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'illness')]",No
"Physical therapy is often recommended and includes stretching, flexibility and strengthening exercises, as well as exercises intended to compensate for strength and balance discrepancies that may be causing pain.",CauseNet-cause.csv,,1,[],[],implicit,"[('strength', 'pain')]",No
"He pleaded guilty to a reduce charge of assault causing injury, will sit out from competition a year and is retaining his scholarship.",CauseNet-cause.csv,,1,[],[],implicit,"[('assault', 'injury')]",No
"High urine output may be due to an inability to concentrate her urine due to the pyometra, or sepsis causing renal failure.",CauseNet-cause.csv,,1,[],"['due to', 'due to']",implicit,"[('sepsis', 'renal_failure')]",No
"For example, the bacterium causing Legionnaire's disease, a serious and sometimes lethal infection, and Pontiac Fever, a flu-like illness, have circulated in some large buildings.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacterium', ""legionnaire_'s_disease"")]",No
"If underlying physical discomfort is suspected, consulting with a veterinarian is a wise decision in order to rule out underlying diseases that may be causing symptoms similar to those of separation anxiety.",CauseNet-cause.csv,,1,[],[],implicit,"[('underlying_diseases', 'symptoms')]",No
Topricin Foot Therapy Cream is formulated with 14 natural biomedicines medicines that support and assist the body by helping the subcutaneous skin layers to drain toxins and excess fluids from the tissues which increases blood flow and helps to heal the damage that is causing the pain.,CauseNet-cause.csv,,1,[],[],implicit,"[('damage', 'pain')]",No
"Some of the precautions and warnings with SSRIs include the increased risk of developing suicidal thoughts or behavior, the possibility of the drug causing seizures, and the possible risks involved with taking the medication when pregnant.",CauseNet-cause.csv,,1,[],[],implicit,"[('drug', 'seizures')]",No
Viagra Sildenafil I never would have noticed if a particular CARISOPRODOL was causing pain.,CauseNet-cause.csv,,1,[],[],implicit,"[('carisoprodol', 'pain')]",No
"The decline could be a short-lived glitch in the real estate market, or it could be something serious that affects the value of your home such as increased crime, a plunge in the job market, or environmental conditions or polution that is causing cancers and other illnesses.",CauseNet-cause.csv,,1,[],[],implicit,"[('environmental_conditions', 'illnesses')]",No
When there are blockages impeding the energy flow this raised and forced energy slams into them causing these symptoms and ails.,CauseNet-cause.csv,,1,[],[],implicit,"[('blockages', 'symptoms')]",No
"Acute sinusitis usually follows a viral infection in the upper respiratory tract, but allergens (allergy-causing substances), or pollutants may also trigger acute sinusitis.",CauseNet-cause.csv,,1,[],[],implicit,"[('pollutants', 'acute_sinusitis')]",No
"The point was made that at Andersonville, guards suffered nearly the same fate as the prisoners, lack of resources causing hunger, death and disease.",CauseNet-cause.csv,,1,[],[],implicit,"[('lack_of_resources', 'hunger')]",No
Understanding how these genes act in directing neural differentiation and how their mutations are causing the disease is a main challenge of the current investigations pursued in the lab.,CauseNet-cause.csv,,1,[],[],implicit,"[('mutations', 'disease')]",No
You'll likely see that the change that's causing the trouble.,CauseNet-cause.csv,,1,[],[],implicit,"[('change', 'trouble')]",No
"The tsunami followed a quake that struck deep beneath the Indian Ocean 150 miles southwest of Java's western coast at 3:24 p.m. local time, causing tall buildings to sway as far off as the capital Jakarta.",CauseNet-cause.csv,,1,[],[],implicit,"[('quake', 'tsunami')]",No
"Presentation occurs as soon as the ductus arteriosus constricts, thereby decreasing systemic blood flow, producing shock, and, without intervention, causing death.",CauseNet-cause.csv,,1,[],[],implicit,"[('intervention', 'death')]",No
Aspirin helps reduce swelling and alleviate any nerve compression that may be causing the pain.,CauseNet-cause.csv,,1,[],[],implicit,"[('nerve_compression', 'pain')]",No
"The town was sealed off, due to the possibility of gas leaks causing an explosion.",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('gas_leaks', 'explosion')]",No
"This limited the chance of the incendiary bombs causing forest fires, as that time of year produces the maximum North American Pacific coastal precipitation, and forests were generally snow-covered or too damp to catch fire easily.",CauseNet-cause.csv,,1,[],[],implicit,"[('incendiary_bombs', 'forest_fires')]",No
"So we were able to say, ""Okay, if these bacteria are causing trouble, let's eradicate them,"" and the patients felt better.",CauseNet-cause.csv,,1,[],[],implicit,"[('bacteria', 'trouble')]",No
"Clomiphene would be occasionally prescribed to men with low sperm counts, which are causing fertility problems.",CauseNet-cause.csv,,1,[],[],implicit,"[('low_sperm_counts', 'fertility_problems')]",No
A stool test is often necessary to identify the infection that is causing the condition.,CauseNet-cause.csv,,1,[],[],implicit,"[('infection', 'condition')]",No
"Weather & Natural Disasters: Destinations featured in this brochure may be affected by weather patterns such as tropical storms, monsoons, hurricanes, cyclones, typhoons, flooding and also seismic activity causing earthquakes and tidal waves.",CauseNet-cause.csv,,1,[],[],implicit,"[('seismic_activity', 'tidal_waves')]",No
How Korean appears to English speakers and how English appears to Korean speakers are different and sometimes led to funny mistakes and experiences causing misinterpretation or confusion.,CauseNet-cause.csv,,1,[],['led to'],implicit,"[('experiences', 'confusion')]",No
In 2005 Eli Lilly agreed to pay a settlement award expected to be around $1 billion in addition to a $700 million award over allegations that the company covered up information about Zyprexa causing diabetes.,CauseNet-cause.csv,,1,[],[],implicit,"[('zyprexa', 'diabetes')]",No
"Many humans + animals have to suffer from water damage, learn online how to reduce human impact on Earth's weather, how to protect your family from environmental disasters, how to fight air pollution causing floods, climate change] [drought is a part of changing climate.",CauseNet-cause.csv,,1,[],[],implicit,"[('air_pollution', 'floods')]",No
This has been shown in animal studies where it was discovered that this anticancer herbs inhibits mutations in cells that are exposed to mutation causing chemicals that can lead to cancer.,CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('chemicals', 'cancer')]",No
We have been hearing a lot lately about drugs that are causing problems when people take them.,CauseNet-cause.csv,,1,[],[],implicit,"[('drugs', 'problems')]",No
A Disability Insurance policy pledges to pay you a percentage of your current income should you find it impossible to continue working due to some illness causing long-term disability.,CauseNet-cause.csv,,1,[],['due to'],implicit,"[('illness', 'long-term_disability')]",No
But today Apple has acknowledged that some bugs are causing some issues with the battery life.,CauseNet-cause.csv,,1,[],[],implicit,"[('bugs', 'issues')]",No
It's as real as smoking causing cancer.,CauseNet-cause.csv,,1,[],[],implicit,"[('smoking', 'cancer')]",No
"Recently, The Barber lab has also elucidated how the cell responds to infection by DNA pathogens such as cancer causing viruses, intracellular bacteria and perhaps certain parasites.",CauseNet-cause.csv,,1,[],[],implicit,"[('cancer', 'viruses')]",No
"As the power supply would heat up, solder joints inside it would fracture causing many problems, such as loss of deflection in the monitor or a complete loss of power.",CauseNet-cause.csv,,1,[],[],implicit,"[('fracture', 'problems')]",No
"Radioactive iodine is the most common radioactive material released from fission products, which attacks the thyroid gland causing Thyroid cancer.",CauseNet-cause.csv,,1,[],[],implicit,"[('thyroid_gland', 'thyroid_cancer')]",No
"Headache, neuralgic in character, causing sleeplessness and delirium at night; commencing at 4 p. m.; worse from 10 to 11 and ceasing at daylight (ceases at 11 or 12 p. m., Lyc.)",CauseNet-cause.csv,,1,[],[],implicit,"[('headache', 'sleeplessness')]",No
"Gastroesophageal reflux disease (""acid reflux"") is a common disease of the digestive system in which gastric acid, bile, and/or pancreatic juice flow into the distal esophagus, causing pain (mostly heartburn) and tissue damage.",CauseNet-cause.csv,,1,[],[],implicit,"[('gastric_acid', 'pain')]",No
"This decline is due to the economic recession causing many retailers to drop their prices to meet those of discount retailers, and causing consumers to switch over to non-discount retailers.",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('economic_recession', 'decline')]",No
"There is speculation that global warming will lead to further melting of the glaciers, causing the sea level to rise.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('global_warming', 'melting_of_the_glaciers')]",No
"[Our final experiment was to determine if cytoplasmic streaming in plant cells could operate like the mechanism based on electrical action potential, calcium ions, and ATP causing the actin and myosin of vertebrate muscle cells to slide past one another.",CauseNet-cause.csv,,1,[],[],implicit,"[('atp', 'actin')]",No
Prolotherapy is an innovative technique that relieves pain by directly impacting the underlying condition causing that pain.,CauseNet-cause.csv,,1,[],[],implicit,"[('underlying_condition', 'pain')]",No
"In other words, you should understand that since your stress is causing the symptom, you can alleviate this feeling of anxiousness by finding new ways to calm down.",CauseNet-cause.csv,,1,[],['since'],implicit,"[('stress', 'symptom')]",No
"White blood cells, mistaking the urate crystals for a foreign invader, flood into the joint and surround the crystals, causing inflammation--in other words, the redness, swelling, and pain that are the hallmarks of a gout attack.",CauseNet-cause.csv,,1,[],[],implicit,"[('white_blood_cells', 'inflammation')]",No
