sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
It is now believed Washington died of a septic sore throat caused by acute edema of the larynx.,CauseNet-cause.csv,,1,['believed'],['caused'],explicit,"[('acute_edema_of_the_larynx', 'septic_sore_throat')]",No
"* Caffeine, found in sodas, coffee, tea, chocolate, NoDoz, some OTC analgesics and antihistamines, and pain remedies such as Anacin, Emperin, Midol and Excedrin, is a major cause of headaches.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('caffeine', 'headaches')]",No
Heart diseases caused by high blood pressure contributes to hardening of the arteries.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('high_blood_pressure', 'heart_diseases')]",No
"This CARISOPRODOL may cause stomach upset, heartburn, headache, dizziness or CARISOPRODOL may occur.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('carisoprodol', 'dizziness')]",No
It is undoubtedly true that sin is the cause of all misery.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('sin', 'misery')]",No
"While I don't discount anti-inflamatory drugs and antibiotics as possible culprits, I think maybe the explosion of Starbucks all over the place has contributed to the explosion in acid reflux cases....."" [SIDE EFFECTS] 02/16/2007: Linda from Thunder Bay, Canada writes: ""I was reading your site and this is the first confirmation I've had that Ibuprofen caused my acid reflux.'",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('ibuprofen', 'acid_reflux')]",No
The survey shows that Serbia is now iodine replete and that thyroid disorders caused by iodine deficiency are under control in schoolchildren.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('iodine_deficiency', 'thyroid_disorders')]",No
After the examination he spoke to Miss Cuthbert and said that the cause of the breathing problem was emphysema.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('emphysema', 'breathing_problem')]",No
Human Immunodeficiency Virus (HIV) is the cause of AIDS.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('human_immunodeficiency_virus', 'aids')]",No
"Obesity is a leading cause of death and is associated with many of the top 10 diseases with the highest mortality rates, including diabetes, heart disease, stroke, and cancer.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('obesity', 'death')]",No
"In other words, where a dog owner knows, or should have known, of his/her dog's vicious propensity, the owner may be subject to liability for the injuries caused by the dog.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('dog', 'injuries')]",No
Personal concerns that are only indirectly created by others are another top cause of stress.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('personal_concerns', 'stress')]",No
"However, we know that some pollutants can cause health problems - for example, some of the minute particles found in diesel fumes can make people's asthma symptoms worse.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('pollutants', 'health_problems')]",No
Not every mutation causes resistance.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('mutation', 'resistance')]",No
"This includes loss of data resulting from delays, non-deliveries, mis-deliveries, system failures or service interruptions caused by any source whatsoever, including Driftwood's own negligence, subscriber's errors or omissions, or due to the fault of third parties.",CauseNet-cause.csv,,1,[],"['caused', 'due to']",explicit,"[('delays', 'loss_of_data')]",No
"Although it has been shown that chemotherapy causes damage to ovarian blood vessels by hyalinization and lumen narrowing, neovascularization with CD34 proliferation has been concomitantly demonstrated (39).",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('chemotherapy', 'damage')]",No
"Diverticulitis is a common cause of abdominal pain in the older patient; in appropriately selected patients, it may be treated on an outpatient basis with oral antibiotics.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('diverticulitis', 'abdominal_pain')]",No
"But the message on its Web site is rather straightforward: ""[OWS] is fighting back against the corrosive power of major banks and multinational corporations over the democratic process, and the role of Wall Street in creating an economic collapse that has caused the greatest recession in generations.""",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('economic_collapse', 'recession_in_generations')]",No
"The leading causes of death among the patients with a continuous-flow left ventricular assist device were hemorrhagic stroke (in 9% who underwent device implantation), right heart failure (in 5%), sepsis (in 4%), external power interruption (in 4%), respiratory failure (in 3%), cardiac arrest (in 3%), and bleeding (in 3%).",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('hemorrhagic_stroke', 'death')]",No
"It is frequently seen in alcoholics, persons with diarrhea, patients taking aminoglycosides or diuretics, because hypomagnesemia can cause hypocalcemia.",CauseNet-cause.csv,,1,[],"['because', 'cause']",explicit,"[('hypomagnesemia', 'hypocalcemia')]",No
We -- we also have a good knowledge of the ways in which smoking can act to cause chronic obstructive pulmonary disease.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('smoking', 'chronic_obstructive_pulmonary_disease')]",No
"With all the evidence out there to suggest that driver distraction is a leading cause of accidents and corporate liability, this is a serious safety risk to overcome when aiming to establish a safer, more effective fleet.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('driver_distraction', 'accidents')]",No
But indoor air pollution can cause many illnesses.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('indoor_air_pollution', 'illnesses')]",No
"Peripheral neuropathy, the most common type of diabetic neuropathy, causes pain or loss of feeling in the toes, feet, legs, hands, and arms.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('peripheral_neuropathy', 'pain')]",No
"The virus that causes chickenpox is varicella-zoster, a member of the herpesvirus family.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('virus', 'chickenpox')]",No
"Initially, doctors usually prescribe medicine to scale back the inflammation and to alleviate rheumatoid arthritis causes pain.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('rheumatoid_arthritis', 'pain')]",No
"70% of patients develop some degree of pulmonary fibrosis, which is the commonest cause of death directly related to scleroderma.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('pulmonary_fibrosis', 'death')]",No
"The excavation of the open pit has also caused the adjoining rivers and streams to dry up, along with people's drinking wells.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('excavation_of_the_open_pit', 'adjoining_rivers')]",No
"While several factors may be contributing to the decline of global amphibian species, the disease caused by a chytrid fungus is now known to be a major factor.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('chytrid_fungus', 'disease')]",No
"The leading causes of kidney failure are diabetes and hypertension, Curtis said.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('diabetes', 'kidney_failure')]",No
"Satcher's office estimated that about 1 in 5 Americans ""experiences a mental disorder"" in the course of any year, and that in prosperous nations, mental illness is the second leading cause of disability and premature mortality, after only cardiovascular disease.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('mental_illness', 'disability')]",No
"Given how infrequently depression is reported with Micardis and how common it is within the general population, it is difficult to tell whether the condition is actually caused by Micardis, other factors, or a combination of both.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('micardis', 'condition')]",No
Long-term use of oral antibiotics may cause side effects.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('long-term_use_of_oral_antibiotics', 'side_effects')]",No
Researchers suggest that HPV infection causes cancers that are biologically different than other cancers.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('hpv_infection', 'cancers')]",No
"If the negligence of a driver caused an accident while you were biking, they may be liable for the accident and you may be entitled to compensation for your injuries and damages resulting from the Biking Accident.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('biking_accident', 'injuries')]",No
The Internet Corporation for Assigned Names and Numbers (ICANN) voted overwhelmingly in favour of the proposal at a meeting in Singapore despite fears the shift would cause some confusion and favour large companies.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('shift', 'confusion')]",No
Some studies show that emotional stress may also cause alopecia areata.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('emotional_stress', 'alopecia_areata')]",No
"Lyme disease is contracted from the Deer Tick, and can cause symptoms such as fatigue, lethargy, arthritis, and eventually kidney damage.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('lyme_disease', 'symptoms')]",No
Anthropogenic global warming is defined by any warming caused by man.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('man', 'warming')]",No
"Furthermore, the percentage of maternal deaths due to post-partum hemorrhage has decreased from 41% in 1998 to 24% in 2009, although, unfortunately, this condition still remains the leading cause of maternal deaths.",CauseNet-cause.csv,,1,[],"['due to', 'cause']",explicit,"[('post-partum_hemorrhage', 'maternal_deaths')]",No
"Pleural mesothelioma, which is the most common type and affects the area around the lungs, may cause shortness of breath, chest pains, and a persistent cough, which may lead to coughing up blood.",CauseNet-cause.csv,,1,[],"['cause', 'lead to']",explicit,"[('pleural_mesothelioma', 'shortness_of_breath')]",No
They say that the stress and anxiety caused by the attacks led directly to more underweight babies.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('attacks', 'stress')]",No
The damage caused by neglect and the horde of cats was daunting.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('neglect', 'damage')]",No
"The STS-118 crew used a camera mounted on a boom to check the leading edge of the shuttle's wings as well as the nose cap, looking for any damage that might have been caused by debris impacts.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('debris_impacts', 'damage')]",No
"The toxins produced by Staphylococcus aureus can also cause toxic shock syndrome, a serious and potentially fatal disease.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('toxins', 'toxic_shock_syndrome')]",No
And we willing blame others for problems caused by our own uses and abuses.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('abuses', 'problems')]",No
"These proteins may directly harm the kidney, or deposit in the kidneys and cause kidney disease.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('proteins', 'kidney_disease')]",No
"If science does lead to truth, it is only because it is based upon the assumption of certain rational principles such as ""Every event is caused"" and ""The future will resemble the past"".",CauseNet-cause.csv,,1,[],"['lead to', 'because', 'caused']",explicit,"[('science', 'truth')]",No
In my life I have found that money was the least cause of stress.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('money', 'stress')]",No
The pesticides may also be a cause of breast cancer.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('pesticides', 'breast_cancer')]",No
Treatment of cells with PMA induces COX-2 and causes a marked increase in the production of prostaglandin E2.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('treatment_of_cells', 'increase')]",No
"Krystexxa is an enzyme that lowers uric acid levels, the cause of pain associated with gout, by metabolizing it into a harmless chemical that is then excreted by the body.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('gout', 'pain')]",No
"The Endoscopy Center of Southern Nevada's habitual re-use of syringes and vials infected six people with hepatitis C, prompting the largest patient notification campaign of its kind -- some 40,000 people who underwent procedures at the clinic over a four-year period now need to be tested for hepatitis B, hepatitis C and the virus that causes AIDS.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('virus', 'aids')]",No
Acupuncture is used to release tension and stress that may have caused the tinnitus.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('stress', 'tinnitus')]",No
"Thus, plaintiffs argue that the murder and extortion proximately caused injury to Owens Wiwa's business (i.e., his medical practice), satisfying the causation element of the RICO standing [*90] requirements of section 1962(c).",CauseNet-cause.csv,,1,[],"['Thus', 'caused', 'causation']",explicit,"[('extortion', 'injury')]",No
The pesticides that are less toxic can also cause harmful effects if a person is exposed to them for longer durations.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('pesticides', 'harmful_effects')]",No
SIDE EFFECTS: This medication causes drwosiness and dizziness.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('medication', 'dizziness')]",No
"In some very rare cases, this medication can cause problems with blood pressure, blood clots and perhaps even heart attacks or strokes.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('medication', 'problems')]",No
"However, the plants do cause problems for recreational boaters and swimming beaches, and can increase taste-and-odor problems in drinking water supplies, and can block water-intake pipes during storm events.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('plants', 'problems')]",No
"Here, too, however, the primary cause of death is injury (37%), especially falls.In any case, 21% of these fatalities were caused by mountain sickness.",CauseNet-cause.csv,,1,[],"['cause', 'caused']",explicit,"[('injury', 'death')]",No
Flooding caused some crop damage in all areas.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('flooding', 'crop_damage')]",No
"Alcoholism can also cause serious health problems such as high blood pressure, gastritis, liver damage, pancreatitis, brain damage, hypoglycemia and heart disease.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('alcoholism', 'serious_health_problems')]",No
Cancer is the leading cause of death in the US and melanoma incidence is increasing fastest (~69K new cases/year).,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('cancer', 'death_in_the_us')]",No
"A recent study, the Hypertension in the Very Elderly Trial, showed that blood pressure control to < 150/80 mmHg in patients > 80 years of age (treated with the diuretic indapamide, or the angiotensin-converting enzyme [ACE] inhibitor perindopril) led to a reduction of the risk of fatal or nonfatal stroke by 30%, a 39% reduction in the rate of death from stroke (95% CI 1-62; P = 0.05), a 21% reduction in the rate of death from any cause, a 23% reduction in the rate of death from cardiovascular causes, and a 64% reduction in the rate of heart failure.",CauseNet-cause.csv,,1,[],"['led to', 'cause', 'causes']",explicit,"[('blood_pressure_control', 'reduction')]",No
"Dioxin also causes birth defects, immunosuppression, and tumors.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('dioxin', 'birth_defects')]",No
"Just as our home exterior paintwork, brickwork, or metalwork is susceptible to erosion and damage from the elements, so our gardens are at risk from damage caused by various pests and diseases.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('diseases', 'damage')]",No
"Read More Update: Power back on in Edmond Yesterday | Leave a comment A lightning strike caused a power outage Thursday morning in Edmond, but all customers had electricity again by the afternoon, officials said.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('lightning_strike', 'power_outage')]",No
"In old times, there may have been some earthquakes that caused more serious damage although they are presumed to have caused damage between levels D1 and D4.",CauseNet-cause.csv,,1,[],"['caused', 'caused']",explicit,"[('earthquakes', 'serious_damage')]",No
Rabies is caused by the rabies virus.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('rabies_virus', 'rabies')]",No
"The human papilloma virus (HPV), which is a double-stranded, circular, supercoiled DNA virus enclosed in an icosahedral capsid and comprising 72 capsomers, causes the warts.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('human_papilloma_virus', 'warts')]",No
You saved us from the death caused by our sins.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('sins', 'death')]",No
Dry mouth caused by radiation can be a lifelong problem.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('radiation', 'dry_mouth')]",No
"A lot of people are unaware they have gum disease, as the early signs can be very easy to miss, and yet this dental disease is the biggest cause of tooth loss.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('dental_disease', 'tooth_loss')]",No
"In addition, heredity may also be a cause of diabetes especially when any parent, siblings are suffering from diabetes.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('heredity', 'diabetes')]",No
A disease caused by the parasite Trypanosoma cruzi (a type of protozoa).,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('parasite_trypanosoma_cruzi', 'disease')]",No
"This includes loss of data resulting from delays, non-deliveries, or service interruptions caused by our own negligence or your errors or omissions.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('delays', 'loss_of_data')]",No
"Depending on the type and amount of the material, exposure to chemical agents can cause illness or be fatal.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('exposure_to_chemical_agents', 'illness')]",No
This change will cause troubles when matching one bass drum to another.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('change', 'troubles')]",No
"Addiction, also defined by the Random House Dictionary, means the state of being enslaved to a habit or practice or to something that is psychologically or physically habit-forming, as narcotics, to such an extent that its cessation causes severe trauma.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('cessation', 'severe_trauma')]",No
"Frequently, diuretics such as furosemide may cause hypokalemia and need to have their daily electrolyte status assessed.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('diuretics', 'hypokalemia')]",No
They have also studied what things around us and what personal habits may cause cancer.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('personal_habits', 'cancer')]",No
The evaporation causes rain which waters all the plants and helps everything bloom including the plants that feed us.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('evaporation', 'rain')]",No
"Obesity resulting from life long ignorance and a lung disease caused by air pollution, had sidelined me on the way to live my dreams.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('air_pollution', 'lung_disease')]",No
"However, in 1889, John MacWilliam in Aberdeen, Scotland, proposed a then astonishing hypothesis, namely that the cause of sudden cardiac death was indeed ventricular fibrillation.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('ventricular_fibrillation', 'sudden_cardiac_death')]",No
The drugs can also cause side effects ranging from mild nausea to suicide.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('drugs', 'side_effects')]",No
Too much acetaminophen may cause liver damage.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('acetaminophen', 'liver_damage')]",No
"He died in 1864, at the age of fifty years, his death being caused by inflammation of the lungs.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('inflammation_of_the_lungs', 'death')]",No
"Instead, the impact that caused the Chicxulub crater was likely smaller than originally believed and probably occurred 300,000 years before the mass extinction.",CauseNet-cause.csv,,1,['believed'],['caused'],explicit,"[('impact', 'chicxulub_crater')]",No
Simply because neither you nor anyone else has as yet published a proper proof that carbon dioxide must cause any significant warming.,CauseNet-cause.csv,,1,[],"['because', 'cause']",explicit,"[('carbon_dioxide', 'significant_warming')]",No
"Air pollution causes a great deal of illness, lost work time, increased healthcare costs and death.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('air_pollution', 'death')]",No
Using a mobile phone to text or make a call constitutes negligence if this was the reason for the lapse in concentration that caused the accident.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('lapse_in_concentration', 'accident')]",No
The disease could cause kidney failure.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('disease', 'kidney_failure')]",No
Multivitamins counteract the illness caused by such deficiency.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('deficiency', 'illness')]",No
"Warm, wet conditions are favorable for diseases caused by bacteria.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('bacteria', 'diseases')]",No
We began training at 10.30am due to traffic problems caused by roadworks which meant that most of us were late arriving.,CauseNet-cause.csv,,1,[],"['due to', 'caused']",explicit,"[('roadworks', 'traffic_problems')]",No
"When examining the wounds, be sure to note lesion margin: Raised black margins are indicative of anthracnose, as opposed to discrete non-spreading lesions if hail caused the damage.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('hail', 'damage')]",No
"Any such program should require pollution permits to be auctioned, use the revenue to ensure a rapid transition to a clean energy economy, and provide necessary assistance for helping people, wildlife, and ecosystems adapt to climate changes caused by global warming.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('global_warming', 'climate_changes')]",No
The main cause of breast cancer is the chlorine and it can prove very lethal.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('chlorine', 'breast_cancer')]",No
The white pine blister rust caused by a fungus also a danger.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('fungus', 'white_pine_blister_rust')]",No
This is a hormone that causes fluid retention.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('hormone', 'fluid_retention')]",No
This caused him much cause for reflection before the events that led to his departure occurred.,CauseNet-cause.csv,,1,[],"['caused', 'cause', 'led to']",explicit,"[('events', 'departure')]",No
Very few Nigerians have been buried with the mourners knowing for certain that the cause of death was AIDS.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('aids', 'death')]",No
"A recent major study that compared traditional and laparoscopic repair for groin hernias found that traditional repairs had better long-term success and resulted in fewer complications, but that laparoscopic surgery caused less pain and allowed people to return to their usual activities more quickly.",CauseNet-cause.csv,,1,[],"['resulted in', 'caused']",explicit,"[('laparoscopic_surgery', 'less_pain')]",No
"And as you know, cholesterol is a leading cause of heart attacks.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('cholesterol', 'heart_attacks')]",No
"The Secretary contends that such damage could only be caused by an explosion, but Plateau argues that a large roof fall can also severely damage ventilation controls.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('explosion', 'damage')]",No
Nationalism is as much a cause of this conflict as it is a cause of the Gulf War.,CauseNet-cause.csv,,1,[],"['cause', 'cause']",explicit,"[('nationalism', 'conflict')]",No
"A further storm in December 1852 caused more extensive damage, the repaired section being lost again as a consequence of failure of the old wall immediately north of it (there were further wash-outs at Lowca and Risehow), but services were resumed within a fortnight.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('storm', 'extensive_damage')]",No
driver caused the accident... Computers include things like whole different swapped the way one of the reasons all of us want to do something.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('driver', 'accident')]",No
Corn is rarely a cause of food allergies.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('corn', 'food_allergies')]",No
These vibrations are caused by the air that is forced in and out as we breathe.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('air', 'vibrations')]",No
"Infection may be the primary cause of the stones, or it can occur concomitantly with the underlying urinary metabolic abnormality.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('infection', 'stones')]",No
"Major contamination sources in drinking water include naturally occurring bacteria and viruses, which cause disease; chemical contamination, usually nitrates, from fertilizers and pesticides, which can cause heart defects in babies; radon, which leads to increased cancer risk; lead, which causes developmental delays; and harmful disinfection byproducts.",CauseNet-cause.csv,,1,[],"['cause', 'cause', 'leads to', 'causes']",explicit,"[('lead', 'developmental_delays')]",No
These simple but powerful exercises stretch and strengthen back muscles and can alleviate back pain caused by muscular tension.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('muscular_tension', 'back_pain')]",No
"If a driver causes a collision, they may have to cooperate with an appraiser before getting any money for damages from an insurance company.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('driver', 'collision')]",No
"Responding to the plaintiffs' complaint, current EPA Administrator Carol Browner issued this statement: 2 ""The agency's view is that secondhand tobacco smoke can cause cancer.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('secondhand_tobacco_smoke', 'cancer')]",No
"Suicide is now the third leading cause of death for people 15 to 24 (behind accidents and homicide), and the sixth leading cause of death for adolescents 5 to 14.",CauseNet-cause.csv,,1,[],"['cause', 'cause']",explicit,"[('suicide', 'death')]",No
"The most common causes of death for anorexics are starvation, cardiac complications, and suicide.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('starvation', 'death')]",No
"Taken in sufficient amounts, methanol can cause blindness.""",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('methanol', 'blindness')]",No
"This deficiency causes megaloblastic anemia and, if severe enough, can result in irreversible damage to the nerves, liver and intestinal tract.",CauseNet-cause.csv,,1,[],"['causes', 'result in']",explicit,"[('deficiency', 'megaloblastic_anemia')]",No
"Even mild iron deficiency may cause fatigue and impair learning, memory, and sports performance.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('mild_iron_deficiency', 'fatigue')]",No
"For the first time in Canadian history a federal government frankly, openly, and publicly said that the past treatment of Aboriginal peoples was wrong, acknowledged that government policies had caused pain and suffering felt to this day, and committed itself to working with Aboriginal people to build a new and better future.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('government_policies', 'pain')]",No
"Rich in soluble fiber, which regulates your body's production and elimination of cholesterol preventing overeating and slows absorption of sugar into the bloodstream controlling blood sugar, thus helping to control Type 2 diabetes, while relieving stress Stress can make blood sugar rise and slows down metabolism which causes weight gain.",CauseNet-cause.csv,,1,[],"['thus', 'causes']",explicit,"[('metabolism', 'weight_gain')]",No
"She is an internationally recognized expert on human papillomaviruses, having contributed to understanding the mechanisms by which HPV causes cancer, the host immune response to infection, the development of virus-like particles, the natural history of infection and the risk factors associated with progression to malignancy.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('hpv', 'cancer')]",No
The depression caused heavy rainfall in the Lesser Antilles before degenerating into a tropical wave on September 21 near the Dominican Republic.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('depression', 'heavy_rainfall')]",No
"Formaldehyde, a colorless, pungent-smelling gas, can cause watery eyes, burning sensations in the eyes and throat, nausea and difficulty in breathing in some humans exposed at elevated levels (above 0.1 parts per million).",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('formaldehyde', 'watery_eyes')]",No
"A LU spokesman said: ""At this early stage in the investigation, it appears that a broken rail was the cause of the incident.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('broken_rail', 'incident')]",No
"Damage to the brain during fetal development, the birthing process, and during infancy can cause cerebral palsy.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('damage_to_the_brain', 'cerebral_palsy')]",No
The job loss caused by the recession directly impacts all physicians income.,CauseNet-cause.csv,,1,[],['caused'],explicit,"[('recession', 'job_loss')]",No
"Yes, dehydration can cause headaches.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('dehydration', 'headaches')]",No
"For example, stroke victims may experience difficulty communicating after the accident, as well as permanent loss of both movement and brain functions, and heart attacks are the leading cause of death for both men and women worldwide.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('heart_attacks', 'death')]",No
"Malaria is the leading cause of death among children under 5 in Africa, many of whom have underdeveloped immune systems.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('malaria', 'death')]",No
All sugar can cause inflammation and should be avoided.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('sugar', 'inflammation')]",No
The state registrar shall annually report the number of cases in which the cause of death was determined to be SIDS.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('sids', 'death')]",No
"The hot weather can cause the ground beneath a property to dry out and become unstable, and homes with trees nearby are more at risk of subsidence as roots grow in search of water during dry spells, taking moisture from the soil.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('hot_weather', 'ground_beneath_a_property_to_dry_out')]",No
