sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
"The first example of health performance assessment is the Hammurabi Code (1950 a.c.) according to which ""if a surgeon, with a bronze knife, operates a man for a serious injury causing his death, or if he opens an abscess in a man's eye destroying his eye, he will have his fingers cut"" (Major RH: Storia della medicina.",CauseNet-cause.csv,,2,[],[],implicit,"[('serious_injury', 'death')]",No
"Retroviral Evidence Seen In CFS: Dr. William Carter, of Hemispherx Biopharma (# 5,958,718 on 9/99) when writing about virologic studies, wrote ""I have also observed that the majority of these patients are infected with herpes-6... I have also found EB (Epstein-Barr) virus in many of these patients as well as a novel retrovirus similar (though different genetically) to HIV, a retrovirus causing acquired immune deficiency or AIDs.",CauseNet-cause.csv,,2,[],[],implicit,"[('retrovirus', 'aids')]",No
"It's the corporate state (corporatehood, corporations, etc.) and the state (economic fascism) that are causing the problems.",CauseNet-cause.csv,,2,[],[],implicit,"[('state', 'problems')]",No
Phylogenetic relationship between Pantoea spp. and the bacteria causing blight and die-back of Eucalyptus.,CauseNet-cause.csv,,2,[],[],implicit,"[('bacteria', 'blight')]",No
"Thankfully, on the third day, her marvelous Kaiser Hawaii physician, Dr. Scott Hoskinson, became suspicious that MRSA might be causing her pneumonia, so he started a relevant antibiotic before more definitive tests were available.",CauseNet-cause.csv,,2,[],[],implicit,"[('mrsa', 'pneumonia')]",No
"Heavy rains triggered flooding and landslides across St. Vincent, blocking numerous roads and causing some damage.",CauseNet-cause.csv,,2,[],[],implicit,"[('heavy_rains', 'flooding')]",No
"Yet it has long been known to be a very dangerous drug, crippling the immune system and causing the very diseases and symptoms and complications associated with AIDS, according to Dr. It makes healthy HIV patients sick.",CauseNet-cause.csv,,2,[],[],implicit,"[('aids', 'symptoms')]",No
"* Nitrogen-Use Efficient Rice for better performance under lower soil N. * Bananas resistant to bacterial wilt in the Great Lakes region of East Africa, where the disease is causing upto 100% crop loss.",CauseNet-cause.csv,,2,[],[],implicit,"[('disease', 'crop_loss')]",No
"One day both men came to the ranch and commenced to demolish the property; and during the altercation Mr. Kramer shot Low with a rifle, the wound causing his death.",CauseNet-cause.csv,,2,[],[],implicit,"[('wound', 'death')]",No
"The petitioner also mentions elevated levels of mercury in streams from coal-burning electric power generators and acid rain causing stream acidification and fish kills (Petition, p. 40); however, the petitioner neither provides citations for this information nor explains how it demonstrates a threat to American eel.",CauseNet-cause.csv,,2,[],[],implicit,"[('acid_rain', 'fish_kills')]",No
The proteins studied by Dr. Arora are from pathogens causing tuberculosis and Kala Azar.,CauseNet-cause.csv,,2,[],[],implicit,"[('pathogens', 'tuberculosis')]",No
"It predicts that security will be a greater budget priority as U.K. small and medium-sized businesses (SMEs) with one to 99 employees spend 10 percent more this year on IT...... [more] Viruses still main threat to UK firms Department of Trade and Industry survey finds that viruses are still causing headaches for enterprises Companies seeking to contain security incidents should concentrate on viruses, according to the Department of Trade and Industry's twice yearly Information Security Breaches survey.",CauseNet-cause.csv,,2,[],[],implicit,"[('viruses', 'headaches')]",No
"Borsook et al. decided that the main chemical action of ascorbic acid is as a powerful reducing agent, and the virus causing poliomyelitis is known to be susceptible to the oxidizing action of various agents.",CauseNet-cause.csv,,2,[],[],implicit,"[('virus', 'poliomyelitis')]",No
"As drug safety advocate Dr. Joel Lexchin says, there were two theories about the initial VIGOR study: that Vioxx was causing problems or that the other drug, naproxen, was protective.",CauseNet-cause.csv,,2,[],[],implicit,"[('vioxx', 'problems')]",No
"We humans are causing an extinction that is proceeding more rapidly than the last one, . . . This is a sea-change, an unimaginably big change.",CauseNet-cause.csv,,4,[],[],implicit,"[('humans', 'extinction')]",No
"Also, could the LHC actually be causing earthquakes and volcanos directly by creating gravity waves or particle beams, such as the Chile earthquake in Feb. 2010, which occurred just as the LHC was turned on again, and the Iceland volcano, see this video.",CauseNet-cause.csv,,2,[],[],implicit,"[('lhc', 'earthquakes')]",No
Eakin will be tried by judge and jury for assault causing bodily harm after a 24 year old South African man (approx. 140 lbs of thin body) complained he was beaten (pictures showed a severe beating) while handcuffed following a noise complaint at a Fort Garry apartment.,CauseNet-cause.csv,,2,[],[],implicit,"[('assault', 'bodily_harm')]",No
"Hmmm -- apparently formaldehyde is another vaccine ingredient known to exacerbate inflammation -- and certain people keep telling us that formaldehyde is so harmless, natural... Almost daily, the news media reports on ""a new Dr. Nancy wonder of medicine"", aspirin preventing breast cancer deaths, soda causing cancer, cell phones and cancer, and other wonderful ""la la land pop culture information"" from worthless study after study after study.",CauseNet-cause.csv,,2,[],[],implicit,"[('soda', 'cancer')]",No
"and limited the former provisions re evading responsibility to accidents causing ""physical injury as defined in section 53a-3"" or injury or damage to property; P.A. 94-188 inserted new Subsecs.",CauseNet-cause.csv,,2,[],[],implicit,"[('accidents', 'physical_injury')]",No
"Pierce, 19, of Westmont, Ill., pleaded guilty Nov. 1 to assault causing injury, based on allegations he sexually assaulted a female University of Iowa student Sept. 7 at his apartment.",CauseNet-cause.csv,,3,[],[],implicit,"[('assault', 'injury')]",No
"Michael W. Goldstein, Esq. has been practicing New York personal injury law since 1979, including both serious injuries, and accidental injuries causing death.",CauseNet-cause.csv,,2,[],['since'],implicit,"[('accidental_injuries', 'death')]",No
AMES test - The Ames test was developed by a Dr. Ames as a screening test for cancer causing chemicals.,CauseNet-cause.csv,,2,[],[],implicit,"[('cancer', 'chemicals')]",No
"Dubbed community-associated MRSA, or CA-MRSA, by the Centers for Disease Control and Prevention, the bacteria differ genetically from the more familiar hospital-acquired MRSA, said researchers at the Interscience Conference on Antimicrobial Agents and Chemotherapy held Oct. 30 to Nov. 2 in Washington, D.C. CA-MRSA is infecting seemingly healthy people, often children, and causing primarily skin and soft-tissue lesions such as boils, abscesses and cellulitis, which are frequently misdiagnosed as spider bites.",CauseNet-cause.csv,,4,[],[],implicit,"[('ca-mrsa', 'skin')]",No
"An earthquake measuring 5.0 on the Richter scale rocked Israel and surrounding states Wednesday morning, sending frightened people streaming into streets throughout the country, but causing only one indirect injury and little damage. . . .",CauseNet-cause.csv,,4,[],[],implicit,"[('earthquake', 'little_damage')]",No
"N-Hibit helps the crop get off to a better start during the critical germination period, and ProAct applied with post-emergence herbicide at the next important stage of development increases yield, Dr. Harpin proteins are produced by disease causing bacteria that attack plants, and most plants have developed early warning receptor molecules that detect harpin proteins.",CauseNet-cause.csv,,2,[],[],implicit,"[('disease', 'bacteria')]",No
"In yet another blow for video games causing problems is the fact that Dr. Anderson's findings are in doubt from his own statements that Bugs Bunny cartoons, or rated E games create the SAME EFFECT as much more violent video games.",CauseNet-cause.csv,,2,[],[],implicit,"[('video_games', 'problems')]",No
"Her husband, Dr. Joseph Roncaioli, 67, has been charged with criminal negligence causing death.",CauseNet-cause.csv,,2,[],[],implicit,"[('criminal_negligence', 'death')]",No
"The tingling, burning sensation associated with RLS can last for hours and worsens at night, causing severe insomnia, according to Dr. David Rye, director of Emory's Healthcare Program in Sleep Medicine, and one of the study's lead authors.",CauseNet-cause.csv,,2,[],[],implicit,"[('rls', 'burning_sensation')]",No
"Klebanoff testified that Bendectin is positively associated with bilateral clubfeet.137 Dr. Shapiro admitted that his work underestimated the risks of Bendectin causing birth defects.138 Dr. Bracken found a statistically significant association between Bendectin with pyloricstenosis and heart failure anomalies;139 and, in smoking mothers, a statistically significant association with ""all defect categories . . . [including] clubbed feet (sic).140 Dr. Stolley found that the data demonstrated ""a woman who is exposed to Bendectin during the first twelve weeks [and took one more than one prescription141], is three times more likely to have a malformation than a woman exposed later than twelve weeks.",CauseNet-cause.csv,,7,[],[],implicit,"[('bendectin', 'birth_defects')]",No
"Pursuant to N.J.S.A. 39:4-129, it states that a operator of a motor vehicle who knowingly collided with or has been involved in an accident whereby possibly causing damage to property or injury to a person shall immediately stop the vehicle; essentially, refraining from leaving the scene of the accident.",CauseNet-cause.csv,,2,[],[],implicit,"[('accident', 'damage_to_property')]",No
"- Batch No. 1 - power applied for 34 hours with an average melt rate of 0.93 in/hr with a total of 785 kWhr of energy consumed; achieved a melt depth of 31.5 inches based on a reading of 1000 C centerline temperature; during this batch, significant steam was generated causing particulates and organics to be released in the off-gas; these problems were attributed to the high moisture content and the fine-grained nature of the sediment The New Bedford Harbor Superfund Site is located along the northwestern shore of Buzzards Bay in New Bedford Massachusetts, approximately 55 miles south of Boston.",CauseNet-cause.csv,,2,[],[],implicit,"[('high_moisture_content', 'problems')]",No
"Peterson (D-MN), Van Hollen (D-MD), Etheridge (D-NC), Boswell (D-IA), Cardoza (D-CA), DeLauro (D-CT), Stupak (D-MI), Larson (D-CT), Welch (D-VT), Matheson (D-UT), Mahoney (D-FL), Barrow (D-GA), McIntyre (D-NC), Holden (D-PA), Miller (D-NC), Butterfield (D-NC), Kagen (D-WI), Hodes (D-NH), Davis (D-CA), Shuler (D-NC), Pomeroy (D-ND), Farr (D-CA), and Lampson (D-TX) introduced H.R. 6377 to direct the Commodity Futures Trading Commission to utilize all its authority, including its emergency powers, to curb immediately the role of excessive speculation in any contract market within the jurisdiction and control of the Commodity Futures Trading Commission, on or through which energy futures or swaps are traded, and to eliminate excessive speculation, price distortion, sudden or unreasonable fluctuations or unwarranted changes in prices, or other unlawful activity that is causing major market disturbances that prevent the market from accurately reflecting the forces of supply and demand for energy commodities.",CauseNet-cause.csv,,2,[],[],implicit,"[('unlawful_activity', 'major_market_disturbances')]",No
"Sullivan had already pleaded guilty to assault causing bodily harm for drunkenly mounting the stage at a Toronto Island concert and shoving Mr. Gallagher into a speaker cabinet, breaking three of his ribs.",CauseNet-cause.csv,,2,[],[],implicit,"[('assault', 'bodily_harm')]",No
"If your pet seems continually hungry, please speak to our Yarmouth veterinarians Dr. LeBoeuf or Dr. Smith about it so that we can rule out any problems causing this behavior.",CauseNet-cause.csv,,3,[],[],implicit,"[('problems', 'behavior')]",No
Charges against Ms. East include DUI manslaughter and leaving the scene of an accident causing death.,CauseNet-cause.csv,,2,[],[],implicit,"[('accident', 'death')]",No
"Prof. zur Hausen, who shared half of the prize, was awarded ""for his discovery of human papilloma viruses (HPV) causing cervical cancer"".",CauseNet-cause.csv,,2,[],[],implicit,"[('human_papilloma_viruses', 'cervical_cancer')]",No
"If the damage is more than surface and causing leaks, address the issues (holes, cracked shingles, etc.) as necessary by covering exposed areas with tarps held in place with wood strips and nails.",CauseNet-cause.csv,,2,[],[],implicit,"[('damage', 'leaks')]",No
"These benefits of coconut oil can be attributed to the presence of lauric acid, capric acid and caprylic acid, and its properties such as antimicrobial, antioxidant, antifungal, antibacterial, soothing, etc. [Brown Coconut]The human body converts lauric acid into monolaurin which is claimed to help in dealing with viruses and bacteria causing diseases such as herpes, influenza, cytomegalovirus, and even HIV.",CauseNet-cause.csv,,2,['claimed'],[],implicit,"[('viruses', 'diseases')]",No
"She placed tenth in the 100 meters (12.31) and tied for eighth in the 200 meters (24.85).... (April 8, 2005) - With severe weather causing the postponement of Friday's second round and scheduling conflicts causing the the cancellation of Saturday's third round, the East Tennessee State University men's golf team currently finds itself tied for 13th on the team leaderboard in the Courtyard by Marriott Intercollegiate hosted by N.C. State at the Devils Ridge Golf Club's Black Course.",CauseNet-cause.csv,,2,[],[],implicit,"[('severe_weather', ""postponement_of_friday_'s_second_round"")]",No
"As Dr. Willie Soon, a physicist at the Solar and Stellar Physics Division of the Harvard-Smithsonian Center for Astrophysics in Cambridge, Massachusetts, clarifies, ""the evidence about manmade CO2 causing global warming is nowhere close to the neat, but incorrect, conceptual picture of warming as in a greenhouse.""",CauseNet-cause.csv,,2,[],[],implicit,"[('manmade_co2', 'global_warming')]",No
"Dystonia--a clinical, neuropathological and therapeutic review; Wissel J et al. ; Dystonia is a syndrome characterized by sustained muscle contractions frequently causing twisting and repetitive movements or abnormal posture .",CauseNet-cause.csv,,2,[],[],implicit,"[('sustained_muscle_contractions', 'repetitive_movements')]",No
"The public fear that cellphones might be causing brain tumors was enhanced in October 1999 by ABC's ""20/20"" in a story that focused on the claims of Dr. George Carlo, who contradicted the conclusions of most other researchers in the field and maintained that ""we now have some direct evidence of possible harm from cellular phones (italics added).""",CauseNet-cause.csv,,2,['claims'],[],implicit,"[('cellphones', 'brain_tumors')]",No
"Whether ""global warming"" is causing stronger hurricanes, a.k.a. Katrina, is an untested assumption.",CauseNet-cause.csv,,2,[],[],implicit,"[('global_warming', 'stronger_hurricanes')]",No
"With the first sign of fever, many an essential oils containing anti-viral properties like bergamot, white fir, lavender, eucalyptus, sandal wood, tea tree, ginger, lemon, rosemary, etc. can be used effectively to cure the viral infection causing the disease.",CauseNet-cause.csv,,2,[],[],implicit,"[('viral_infection', 'disease')]",No
"Both cities are just north of Louisville, Kentucky On April 22, the outbreak continued with several tornadoes causing damage in the Midwest, the most notable being a violent EF4 that struck St. Louis, Missouri, causing extensive damage.",CauseNet-cause.csv,,2,[],[],implicit,"[('tornadoes', 'damage_in_the_midwest')]",No
"The leading viruses causing viral encephalitis in Florida are West Nile virus, Eastern equine encephalitis, St. Louis Encephalitis, and Venezuelan equine encephalitis.",CauseNet-cause.csv,,2,[],[],implicit,"[('viruses', 'viral_encephalitis')]",No
SENATE AMENDMENT NO. 1031 Provides that the provision limiting the prohibition upon cancellation to situations in which the perpetrator of the loss is criminally prosecuted applies only if the insured provides evidence to the insurer that the act causing the loss is identified as a hate crime in a police report.,CauseNet-cause.csv,,2,[],[],implicit,"[('act', 'loss')]",No
"The tournament's third round was cancelled.... (April 8, 2005) - With severe weather causing the postponement of Friday's second round and scheduling conflicts causing the the cancellation of Saturday's third round, the East Tennessee State University men's golf team currently finds itself tied for 13th on the team leaderboard in the Courtyard by Marriott Intercollegiate hosted by N.C. State at the Devils Ridge Golf Club's Black Course.",CauseNet-cause.csv,,2,[],[],implicit,"[('severe_weather', ""postponement_of_friday_'s_second_round"")]",No
"""Seen from this viewpoint,"" says Dr. Hibbs,""you can sav that the virus causing the cold or flu is an accessory to a natural process.""",CauseNet-cause.csv,,2,[],[],implicit,"[('virus', 'flu')]",No
"While Mr. Martin has probably induced minor intoxication by gulping his drink, he repeatedly suggests that the alcohol wasn't causing this behavior.",CauseNet-cause.csv,,2,[],[],implicit,"[('alcohol', 'behavior')]",No
"Look at: amoxicillin clavulanate information Michigan P.S. Excuse me for choosing "" "" to leave a message for men about amoxicillin in pregnancy : 448 mononucleosis amoxicillin rash -||- : -||- : : Mononucleosis is a viral infection causing fever, sore throat, and swollen lymph glands, especially in the neck.",CauseNet-cause.csv,,2,[],[],implicit,"[('viral_infection', 'fever')]",No
"The range of contributing and potentially causative factors include: hepatic mitochondrial abnormality (as evidenced by the microvesicular steatosis of the liver); antibiotic use in the neonatal period; cytomegalovirus (CMV) infection causing pneumonia; poor feeding and fluid intake causing a depletion in glutathione; multiple antigen vaccination administered while she was suffering a significant viral infection; adverse reaction to the vaccination; the use of paracetamol to manage her high temperature; nutritional deficiencies, including vitamins K and C."" ""In summary, his [Dr Donohoe's] report focuses on the moderate microvesicular steatosis present in the liver, found by the forensic pathologist.",CauseNet-cause.csv,,2,[],[],implicit,"[('infection', 'pneumonia')]",No
"Prosthetic joint infections in the elderly; Powers KA et al. ; PURPOSE: The aim of this study was to review risk factors, presenting symptoms and signs, organisms causing infection, treatment modalities, and outcomes in elderly patients with infection of prosthetic joints .",CauseNet-cause.csv,,2,[],[],implicit,"[('organisms', 'infection')]",No
"With care, and least at least a little hedging (""Gee, Mr. Smith, your dog has terrible hip dysplasia and arthritis which may be causing its lameness, and if so, he may need a hip replacement, but there may be something else.",CauseNet-cause.csv,,2,[],[],implicit,"[('arthritis', 'lameness')]",No
"When we had made our bookings, the longterm weather predictions for the morning of Nov. 16 - when the occulation would take place immediately before dawn - were good, but soon there was reason to worry: Torrential rains were hitting Mallorca and causing some damage, just days before the event.",CauseNet-cause.csv,,2,[],[],implicit,"[('torrential_rains', 'damage')]",No
"In entering summary judgment in favor of Prochaska and Scott as to negligence causing paralysis, the trial court placed full reliance on the reports of consulting Drs. Boggan, van Dam, and Lubicky.",CauseNet-cause.csv,,2,[],[],implicit,"[('negligence', 'paralysis')]",No
"These failures distressed Dr. Gibbon, who declared a one-year moratorium for the heart-lung machine until more work could be done to solve the problems causing the deaths.",CauseNet-cause.csv,,2,[],[],implicit,"[('problems', 'deaths')]",No
"Law Offices Cytryn and Santana, P.A., trial attorneys near Ft. Lauderdale, in Broward County, Florida, representing injury and accident victims in car accidents, nursing home abuse and negligence, slip and fall and trip and fall, medical and H.M.O. malpractice, legal malpractice, defective products, dog bites, boat accidents, motorcycle accidents, bicycle accidents, inadequate security causing injury, and other negligence and wrongful death cases.",CauseNet-cause.csv,,3,[],[],implicit,"[('inadequate_security', 'injury')]",No
"John David Hines, 39, Huntington Beach, pleaded guilty to a court offer Sept. 6, 2011, to one felony count each of driving under the influence of alcohol causing bodily injury, driving with a blood alcohol .08 percent or more causing injury, hit and run with injury, and sentencing enhancements and allegations for causing great bodily injury and having a blood alcohol level over .20 percent.",CauseNet-cause.csv,,2,[],[],implicit,"[('driving_under_the_influence_of_alcohol', 'bodily_injury')]",No
The germ theory of disease held Dr. DeBakey and Dr. Gotto from jumping into the concept of free radicals causing injury in which case they would have switched over to the free radical theories of disease.,CauseNet-cause.csv,,3,[],[],implicit,"[('free_radicals', 'injury')]",No
"Navan Ward, Jr., is a Shareholder at Beasley, Allen, Crow, Methvin, Portis and Miles, P.C. Currently, Navan is the firm's lead attorney on the metal-on-metal hip implant litigation, which involves thousands of victims who have defective hip implants causing severe pain, metal poisoning, and in some cases revision surgery.",CauseNet-cause.csv,,2,[],[],implicit,"[('defective_hip_implants', 'severe_pain')]",No
"It made it's appearance on the West Coast in Vancouver, B.C. in 1965 where larvae were causing severe damage to lawns (Wilkinson, 1969).",CauseNet-cause.csv,,2,[],[],implicit,"[('larvae', 'severe_damage_to_lawns')]",No
"University Park, Pa. -- An international program to unveil the nature of Dark Energy, the mysterious force that is causing the expansion of the universe to accelerate, has been awarded a grant of $8 million from the National Science Foundation (NSF).",CauseNet-cause.csv,,2,[],[],implicit,"[('mysterious_force', 'expansion_of_the_universe')]",No
"9 Nevertheless, some doctors are concerned about the possibility of an interaction between St. John's wort and fluoxetine causing side effects (e.g., mental confusion, muscle twitching, sweating, flushing) known collectively as serotonin syndrome.",CauseNet-cause.csv,,2,[],[],implicit,"[('interaction', 'side_effects')]",No
"Accident solicitors help victims get injury claim for accidents causing head injuries, spinal injuries, scarring, broken bones or torn ligaments, paraplegia, loss of eye sight, limbs, damaged or lost teeth etc. the accident solicitors also take on cases involving all sorts of personal injury, medical negligence, fatal accidents, head injury claims, spinal injury claims, sports injury claims, holiday accidents, defective product or service claims, marine or aircraft injury claims, psychiatric injury claims etc.",CauseNet-cause.csv,,2,"['claim', 'claims', 'claims', 'claims', 'claims', 'claims', 'claims']",[],implicit,"[('accidents', 'head_injuries')]",No
"On Sept. 11, 2004, an inmate awaiting trial in a small holding cell started a fire causing extensive smoke and soot damage.",CauseNet-cause.csv,,2,[],[],implicit,"[('fire', 'extensive_smoke')]",No
"Topricin creams (by Topical Biomedics, Inc.) are homeopathic medicines that stimulate the body to heal the damage that is causing the pain.",CauseNet-cause.csv,,2,[],[],implicit,"[('damage', 'pain')]",No
"Both bills make various amendments to the Urban and Rural Enterprise Zone Act (the ""Enterprise Zone Act""), article 30 of Title 39, C.R.S. Const., which provides that there must be voter approval in advance for ""a tax policy change directly causing a net tax revenue gain to any district.""",CauseNet-cause.csv,,2,[],[],implicit,"[('tax_policy_change', 'net_tax_revenue_gain')]",No
"Believing that the silicone breast implants were causing the symptoms, Dr. In Ms. Maune's follow-up visit to Dr. Klearman in May 1992, Dr. Klearman noted an improvement in Ms. Maune's joint pain and inflammation.",CauseNet-cause.csv,,6,[],[],implicit,"[('silicone_breast_implants', 'symptoms')]",No
"The first, The Science and the Future of Global Warming contains a wealth of information about how human emissions are causing global warming and the likely best-case and worse-case scenarios of action vs. inaction.",CauseNet-cause.csv,,2,[],[],implicit,"[('human_emissions', 'global_warming')]",No
"In this volume, Dr. Chopra shows readers how to fall asleep easily, feel rested upon arising, identify and eliminate the imbalances causing insomnia, and more.",CauseNet-cause.csv,,2,[],[],implicit,"[('imbalances', 'insomnia')]",No
"When those admissions are examined in the light of what was said in Giorgianni, and attention is given to the nature of the unlawful and dangerous act causing death (strangulation), an act which occurred in the context of extremely aggravating circumstances, then it can be seen that the Court of Appeal was right to conclude that the sentences imposed at first instance were manifestly inadequate, and was justified in increasing the sentences as it did."" """,CauseNet-cause.csv,,2,[],[],implicit,"[('unlawful_and_dangerous_act', 'death')]",No
"Desc.: This illustrated talk will address brain infections in sea otters, and how the parasites causing the infections can be spread by cats or opossums.",CauseNet-cause.csv,,2,[],[],implicit,"[('parasites', 'infections')]",No
