sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
PPD causes allergic reaction and scarring in some people.,CauseNet-cause.csv,,1,[],['causes'],explicit,"[('ppd', 'allergic_reaction'), ('ppd', 'scarring')]",Yes
"Plus, anxiety can cause indigestion and heartburn, which can make matters worse.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('anxiety', 'indigestion'), ('anxiety', 'heartburn')]",Yes
"This procedure can cause cramping, bleeding, nausea and diarrhea.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('procedure', 'bleeding'), ('procedure', 'cramping')]",Yes
"Lung cancer is the leading cause of cancer death for both men and women, and cancer has long been the 2nd leading cause of death in the U.S.",CauseNet-cause.csv,,1,[],"['cause', 'cause']",explicit,"[('cancer', 'death'), ('lung_cancer', 'cancer_death')]",Yes
"The disease can cause kidney damage, blindness and pneumonia.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('disease', 'blindness'), ('disease', 'pneumonia'), ('disease', 'kidney_damage')]",Yes
"They work the first 20/40 minutes, but then the effect fades away and the pain begins... A: Dear Maureen, friction causes chafing, blisters, rash, saddle soreness, and skin irritation.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('friction', 'blisters'), ('friction', 'chafing'), ('friction', 'skin_irritation'), ('friction', 'rash')]",Yes
"Lipoxen's ErepoXen product candidate is an enhanced polysialylated form of erythropoietin (EPO), a hormone produced by the kidneys to maintain red blood cell production and prevent anaemia caused by chronic renal (kidney) failure or chemotherapy.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('chemotherapy', 'anaemia'), ('failure', 'anaemia')]",Yes
"At very high doses, opiates can cause an overdose that results in a coma or even death.",CauseNet-cause.csv,,1,[],"['cause', 'results in']",explicit,"[('overdose', 'death'), ('overdose', 'coma')]",Yes
"Cause and effect scenarios such as: smoking is a cause of lung cancer, and obesity is a cause of diabetes, are questions of science which can shape public policy.",CauseNet-cause.csv,,1,[],"['Cause', 'cause', 'cause']",explicit,"[('smoking', 'lung_cancer'), ('obesity', 'diabetes')]",Yes
"If that kind of over-serving happens, and the drunk customer causes a wreck that leads to an injury or death, the bar (or restaurant) can be ruled partially responsible for that accident.",CauseNet-cause.csv,,1,[],"['causes', 'leads to']",explicit,"[('wreck', 'injury'), ('wreck', 'death')]",Yes
The bacteria found in raw milk may cause disease and illness in people who drink it.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('bacteria', 'disease'), ('bacteria', 'illness')]",Yes
"For example, weight gain and sexual problems can be caused by either the disease or by antidepressants.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('antidepressants', 'weight_gain'), ('antidepressants', 'sexual_problems'), ('disease', 'weight_gain'), ('disease', 'sexual_problems')]",Yes
"Although healthy individuals may suffer only short-term symptoms such as fever, headache, stiffness, nausea, abdominal pain and diarrhea, Listeria infection can cause miscarriages and stillbirths among pregnant women.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('listeria_infection', 'stillbirths_among_pregnant_women'), ('listeria_infection', 'miscarriages')]",Yes
"Arthritis means inflammation of a joint which can cause ache, inflammation and stiffness to the affected region.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('inflammation_of_a_joint', 'stiffness_to_the_affected_region'), ('inflammation_of_a_joint', 'inflammation')]",Yes
"Fractures caused by accidents, articular degenerative illnesses -some of them related to the frequency of certain activities-, tumors and so on are some of the pathologies illustrated.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('accidents', 'fractures'), ('tumors', 'fractures')]",Yes
"Whether the accident was caused by poor maintenance or poor design, an experienced lawyer will assist you recover damages for medical bills and pain and suffering.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('poor_maintenance', 'accident'), ('poor_design', 'accident')]",Yes
BACKGROUND: Infections are a major cause of morbidity and mortality in childhood acute lymphoblastic leukemia (ALL) and only limited information is available on infectious complications.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('infections', 'mortality'), ('infections', 'morbidity')]",Yes
"The Center for Immigration Research at the University of Houston estimates that between 1995 and 1998 the number of deaths due to hypothermia, heat stroke, and other causes on these routes was nearly three times the level of the mid-1980s.",CauseNet-cause.csv,,1,[],"['due to', 'causes']",explicit,"[('hypothermia', 'deaths'), ('heat_stroke', 'deaths')]",Yes
"The act specifically prohibits any person, in the course of doing business, from knowingly and intentionally exposing any individual (without giving a specified warning) to a chemical known to the state of California that causes cancer or reproductive toxicity.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('chemical', 'cancer'), ('chemical', 'reproductive_toxicity')]",Yes
"Aside from any immediate pinching pain, wearing ill-fitting footwear can cause bunions, calluses, corns and blisters, which can lead to pain and discomfort in later years.",CauseNet-cause.csv,,1,[],"['cause', 'lead to']",explicit,"[('blisters', 'pain'), ('bunions', 'discomfort'), ('blisters', 'discomfort'), ('bunions', 'pain'), ('corns', 'pain'), ('calluses', 'pain'), ('calluses', 'discomfort'), ('corns', 'discomfort')]",Yes
"When this condition persists, these two hormones continue to fight against each other and most likely will cause you to become sick and can result in vomiting, nervousness, panic attacks or even passing out.",CauseNet-cause.csv,,1,[],"['cause', 'result in']",explicit,"[('hormones', 'nervousness'), ('hormones', 'vomiting')]",Yes
"Lyme disease is caused by bacteria, while tick-borne encephalitis is caused by a virus, both of which live in ticks and can be transmitted when the tick bites a host.",CauseNet-cause.csv,,1,[],"['caused', 'caused']",explicit,"[('bacteria', 'lyme_disease'), ('virus', 'tick-borne_encephalitis')]",Yes
"For example, the drug may cause side effects or serious complications, such as an irregular heart rhythm, slow heart rate, nerve problems, or life-threatening allergic reactions.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('drug', 'side_effects'), ('drug', 'serious_complications')]",Yes
"Also be certain to bag your meat and fish in a separate bag than the rest of your food items, and to bring a cooler in your car to put refrigerated items in if it is According to the Centers for Disease Control and Prevention (CDC), there are over 250 different kinds of foodborne illnesses, caused by consuming food or beverages contaminated by disease-causing microbes or pathogens, and the most common foodborne illnesses are caused by bacteria, viruses, and parasites.",CauseNet-cause.csv,,1,[],"['caused', 'caused']",explicit,"[('bacteria', 'foodborne_illnesses'), ('viruses', 'foodborne_illnesses'), ('parasites', 'foodborne_illnesses')]",Yes
"This disease causes intracranial hemorrhage, either in-utero or during neonatal period, causing death or substantial disability in 10 percent of un-treated cases.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('intracranial_hemorrhage', 'death'), ('disease', 'intracranial_hemorrhage')]",Yes
"In many cases, wrinkles caused by sun damage, aging, and heredity can be reduced and even eliminated through the use of a series of chemical peels.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('sun_damage', 'wrinkles'), ('aging', 'wrinkles')]",Yes
"Virginia was the first state in the country to mandate that girls receive the vaccine against HPV, which causes genital warts and can cause cervical cancer, after a federal advisory panel suggested routine vaccination for 11- and 12-year-olds in 2006.",CauseNet-cause.csv,,1,[],"['causes', 'cause']",explicit,"[('hpv', 'cervical_cancer'), ('hpv', 'genital_warts')]",Yes
"If gas leaks from leaked by the severe damage during delivering, installing or using the refrigerator, any spark may cause fire or burns.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('gas_leaks', 'fire'), ('gas_leaks', 'burns')]",Yes
"SIDE EFFECTS: This medication may cause dizziness, headache, lightheadedness, stomach upset, bloating, or nauesa.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('medication', 'dizziness'), ('medication', 'headache'), ('medication', 'lightheadedness')]",Yes
"His friends talk about the strong medication he was taking for Colitis, a drug that has been known to cause depression and mental confusion.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('drug', 'depression'), ('drug', 'mental_confusion')]",Yes
"Both conditions can be caused by genetics, hypertension, smoking, a high fat diet, or damage from sunlight.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('smoking', 'conditions'), ('damage', 'conditions'), ('hypertension', 'conditions'), ('genetics', 'conditions')]",Yes
Aspirin use burns a hole in your stomach and causes ulcers and internal bleeding; Prozac and Valium causes suicidal tendencies; birth control pills causes female cancers and hormonal imbalances; Dilantin causes strokes; Viagra causes eye disorders and heart attacks.,CauseNet-cause.csv,,1,[],"['causes', 'causes', 'causes', 'causes', 'causes']",explicit,"[('viagra', 'heart_attacks'), ('aspirin_use', 'ulcers')]",Yes
"This condition is also caused by certain environmental factors, age, excessive sun exposure, genetic issues, certain chemicals or toxins and many others.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('environmental_factors', 'condition'), ('age', 'condition')]",Yes
"The drug can also cause sweating, dilated pupils, tremors and an increased heart rate.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('drug', 'tremors'), ('drug', 'increased_heart_rate'), ('drug', 'sweating')]",Yes
* SUTENT can cause serious liver problems that could lead to liver failure or death.,CauseNet-cause.csv,,1,[],"['cause', 'lead to']",explicit,"[('serious_liver_problems', 'death'), ('serious_liver_problems', 'liver_failure')]",Yes
"or something like that, all because of some ancient fairy tales written by people who thought that diseases are caused by demons and witchcraft.",CauseNet-cause.csv,,1,[],"['because', 'caused']",explicit,"[('demons', 'diseases'), ('witchcraft', 'diseases')]",Yes
"According to the governor's office, the money would provide 71,334 infants with a vaccine for rotavirus, which causes severe diarrhea and vomiting; 108,188 children with a vaccine that prevents bacterial meningitis; and 72,126 girls between the ages of 9 and 18 with a human papilloma virus vaccine, which helps prevent sexually transmitted virus that causes cervical cancer.""",CauseNet-cause.csv,,1,[],"['causes', 'causes']",explicit,"[('rotavirus', 'severe_diarrhea'), ('sexually_transmitted_virus', 'cervical_cancer'), ('rotavirus', 'vomiting')]",Yes
"This includes disruption of the mechanical barriers to invasion by pathogenic organisms or foreign antigens (e.g. normal bacterial flora, the eye and skin, immotile cilia syndrome), defects in nonspecific host defenses (e.g., complement deficiency and functional white blood cell disorders), and defects in specific host defenses (e.g., immunosuppression caused by bacteria, viruses and parasites, combined immunodeficiency, deficiency).",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('viruses', 'immunosuppression'), ('parasites', 'immunosuppression'), ('bacteria', 'immunosuppression')]",Yes
"Studies have shown that up to 25% of women may have uterine fibroids, which can cause pain, bleeding and infertility, and as many as 20% of those require treatment.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('uterine_fibroids', 'infertility'), ('uterine_fibroids', 'pain'), ('uterine_fibroids', 'bleeding')]",Yes
"Every year chronic wounds, caused by diabetes, poor circulation or other conditions, keep approximately 5 million Americans just like you from doing the things they love to do.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('diabetes', 'chronic_wounds'), ('poor_circulation', 'chronic_wounds'), ('conditions', 'chronic_wounds')]",Yes
"Esophagitis in patients with AIDS is most commonly due to either Candida albicans or Herpes simplex virus, but may also be caused by CMV.",CauseNet-cause.csv,,1,[],"['due to', 'caused']",explicit,"[('candida_albicans', 'esophagitis'), ('cmv', 'esophagitis')]",Yes
"Some chemicals, including lead and mercury, can cause brain damage and developmental problems in children.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('chemicals', 'brain_damage'), ('chemicals', 'developmental_problems')]",Yes
"If the photographer's eyebrows accidentally make contact with the middle contact, the electrical shock can cause pain or even injuries.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('electrical_shock', 'injuries'), ('electrical_shock', 'pain')]",Yes
"Without lubrication, these tightly fit pieces would quickly wear and bond together (seize) because metal against metal causes friction, which causes heat, which in turn causes wear.",CauseNet-cause.csv,,1,[],"['because', 'causes', 'causes', 'causes']",explicit,"[('friction', 'heat'), ('heat', 'wear'), ('metal_against_metal', 'friction')]",Yes
"It will also help with exfoliating the skin, where as shaving may cause ingrown hairs and bumps.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('shaving', 'ingrown_hairs'), ('shaving', 'bumps')]",Yes
"As The Times reported last year, acetaminophen overdose is the leading cause of liver failure and death from liver failure in the U.S.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('acetaminophen_overdose', 'liver_failure'), ('acetaminophen_overdose', 'death')]",Yes
"Loss of muscle mass is another symptom associated with aging, but is more often caused by inactivity rather than by aging.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('aging', 'loss_of_muscle_mass'), ('inactivity', 'loss_of_muscle_mass')]",Yes
"Strong and dedicated social workers are an essential part of our health care team, working closely with physicians, nurses and the community to help patients and their families cope with challenges caused by illness or life changes.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('illness', 'challenges'), ('life_changes', 'challenges')]",Yes
"On the balance of probabilities, the behaviour must be likely to cause harassment, alarm or distress (non-housing related anti-social behaviour); or conduct capable of causing nuisance or annoyance (housing-related anti-social behaviour); and just and convenient to grant the injunction to prevent anti-social behaviour.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('behaviour', 'distress'), ('behaviour', 'alarm'), ('behaviour', 'harassment')]",Yes
"Social Services are an integral part of the health care team, helping patients and their families cope with the challenges and problems caused by illness or life changes.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('illness', 'challenges'), ('life_changes', 'challenges')]",Yes
"Unlike the harmful bacteria that can cause illness and infection, however, probiotics are bacteria that provide some sort or another of a benefit to the person that uses them.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('harmful_bacteria', 'infection'), ('harmful_bacteria', 'illness')]",Yes
"Drug interactions can be caused by prescription and over-the-counter medications, herbal products or vitamins, foods, diseases, and genetics (family history).",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('over-the-counter_medications', 'drug_interactions'), ('vitamins', 'drug_interactions')]",Yes
"Malaria is caused by parasites, protozoa belonging to the genus Plasmodium, which cause high fever with different types of complications that can lead to death.",CauseNet-cause.csv,,1,[],"['caused', 'cause', 'lead to']",explicit,"[('high_fever', 'death'), ('parasites', 'malaria')]",Yes
"A plaintiff in an automotive products liability case against the manufacturer or seller of a motor vehicle generally has to prove that the vehicle at the time of sale contained a defect that created an unreasonable risk of death, personal injury, or property damage when the vehicle was used for its intended purpose and that the defect caused an accident or similar incident, such as a vehicle fire, that resulted in the damage or loss for which the plaintiff seeks to recover damages.",CauseNet-cause.csv,,1,[],"['caused', 'resulted in']",explicit,"[('accident', 'damage'), ('accident', 'loss')]",Yes
Both UVA and UVB can cause damage but generally it is UVA which ages and UVB which burns.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('uva', 'damage'), ('uvb', 'damage')]",Yes
"With respect to [*332] causation, the court instructed that Cash must prove that defendants' actions or inaction were the ""proximate cause"" of her injury, i.e., that they were ""a substantial factor in bringing about [her] injury"" and that such injury ""was a reasonably foreseeable consequence"" of defendants' conduct.",CauseNet-cause.csv,,1,[],"['causation', 'cause']",explicit,"[('inaction', 'injury'), (""defendants_'_actions"", 'injury')]",Yes
Cardiac damage caused by ischemia-reperfusion is a major cause of mortality associated with coronary artery disease.,CauseNet-cause.csv,,1,[],"['caused', 'cause']",explicit,"[('coronary_artery_disease', 'mortality'), ('cardiac_damage', 'mortality')]",Yes
"Diarrhea caused by bacteria and parasites can be common when traveling in developing countries, and is often called traveler's diarrhea.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('bacteria', 'diarrhea'), ('parasites', 'diarrhea')]",Yes
"Such a moratorium would dramatically reduce the population growth that is the primary cause of increased pollution, traffic jams, sprawl, and environmental degradation in the U.S. CCN has warned about the repercussions of the various proposed amnesty plans in previous Action Alerts.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('population_growth', 'environmental_degradation'), ('population_growth', 'sprawl')]",Yes
"Speech Pathologists also work with adult communicative disorders, including swallowing disorders, that may result from stroke or head injury, as well as voice problems caused by illness or disease or that are surgically related.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('illness', 'voice_problems'), ('disease', 'voice_problems')]",Yes
"Noncyclic breast tenderness and pain can also be caused by medications prescribed for hormonal conditions, high blood pressure, and heart and gastrointestinal problems.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('high_blood_pressure', 'pain'), ('gastrointestinal_problems', 'pain'), ('medications', 'pain')]",Yes
"Arthritis, heart problems, cancer and diabetes amongst other ailments is caused by inflammation and you need to take anti inflammatory.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('inflammation', 'cancer'), ('inflammation', 'arthritis'), ('inflammation', 'diabetes'), ('inflammation', 'heart_problems')]",Yes
Lack of oxygen can cause permanent damage to the brain or lead to death in less than eight minutes Online Nebivolol 90 2.5 Mg Paypal.,CauseNet-cause.csv,,1,[],"['cause', 'lead to']",explicit,"[('lack_of_oxygen', 'death'), ('lack_of_oxygen', 'permanent_damage_to_the_brain')]",Yes
"Caffeine, nicotine and other stimulants can cause your heart to beat faster and may contribute to the development of more-serious arrhythmias.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('caffeine', 'heart_to_beat_faster'), ('nicotine', 'heart_to_beat_faster')]",Yes
"[ 5] The tumors can cause infertility, pain, and uterine bleeding.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('tumors', 'pain'), ('tumors', 'infertility')]",Yes
"Contrary to their claims, these diets are high in protein which causes excessive work on the kidney and liver, and leads to osteoporosis and kidney stones.",CauseNet-cause.csv,,1,['claims'],"['causes', 'leads to']",explicit,"[('diets', 'osteoporosis'), ('diets', 'kidney_stones')]",Yes
Fungi and bacteria may cause spots.,CauseNet-cause.csv,,1,[],['cause'],explicit,"[('bacteria', 'spots'), ('fungi', 'spots')]",Yes
The activity of mice seeking out areas like the back of an oven will cause a good deal of damage and destruction as well as contamination as a result of urine and feces.,CauseNet-cause.csv,,1,[],"['cause', 'as a result']",explicit,"[('urine', 'contamination'), ('feces', 'contamination')]",Yes
"It is to be expected that certain events will cause worry and anxiety (for example, economic uncertainty, relationship problems and significant losses).",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('events', 'anxiety'), ('events', 'worry')]",Yes
"Downtime can be caused by data loss or corruption, equipment failure, or a complete site outage after a loss of power or a natural disaster.",CauseNet-cause.csv,,1,[],['caused'],explicit,"[('data_loss', 'downtime'), ('corruption', 'downtime'), ('equipment_failure', 'downtime')]",Yes
"An unclean kitchen will be a breeding ground for bacteria and germs, which can even cause food poisoning.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('bacteria', 'food_poisoning'), ('germs', 'food_poisoning')]",Yes
"an example, after many years of lying crap from the tobacco industry the science of the death and disease that smoking causes was accepted as science facts.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('smoking', 'death'), ('smoking', 'disease')]",Yes
"Because brain injuries may cause permanent disability or death, you need experienced legal representation to protect your rights.",CauseNet-cause.csv,,1,[],"['Because', 'cause']",explicit,"[('brain_injuries', 'death'), ('brain_injuries', 'permanent_disability')]",Yes
"Finally, one needs to be fit enough to withstand the strong solar radiation after a freezing night, the constant winds that may easily turn into storms, and, especially, the lack of oxygen, which usually causes headaches and nausea for the first days.",CauseNet-cause.csv,,1,[],['causes'],explicit,"[('lack_of_oxygen', 'headaches'), ('lack_of_oxygen', 'nausea')]",Yes
"Chronic liver disease (CLD) is a major cause of mortality in Northern Pakistan where HCV infection is the main cause of chronic liver disease followed by either HBV or a combination of these viruses.1 HBV and HCV are prevalent in Hazara2,3 and other parts of NWFP,4 like the rest of Pakistan.",CauseNet-cause.csv,,1,[],"['cause', 'cause']",explicit,"[('hcv_infection', 'chronic_liver_disease'), ('chronic_liver_disease', 'mortality')]",Yes
"automobiles coverage coverage will take care of physical damages sustained by your vehicle that was caused by something other than a vehicular accident: losses or damages caused by car-theft, fire, malicious damage, force majeure (unanticipated natural calamities), or even driving into a buck, are covered by comp.",CauseNet-cause.csv,,1,[],"['caused', 'caused']",explicit,"[('fire', 'losses'), ('malicious_damage', 'losses'), ('car-theft', 'losses'), ('force_majeure', 'losses')]",Yes
The situation has become even more serious due to the problems caused by climate change and the financial crisis.,CauseNet-cause.csv,,1,[],"['due to', 'caused']",explicit,"[('climate_change', 'problems'), ('financial_crisis', 'problems')]",Yes
"As a result, almost all land in Bugisu is cultivated, and land pressure causes population migration and social conflicts.",CauseNet-cause.csv,,1,[],"['As a result', 'causes']",explicit,"[('land_pressure', 'social_conflicts'), ('land_pressure', 'population_migration')]",Yes
"Concrete trucks, heavy equipment, radios, hammering/sawing and the use of pneumatic tools of any kind cause the most noise.",CauseNet-cause.csv,,1,[],['cause'],explicit,"[('radios', 'noise'), ('heavy_equipment', 'noise')]",Yes
