sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
"Some of these precautions include the safety of taking the drug when pregnant or breastfeeding, the risk of the drug causing kidney damage or liver problems in some people, and potential drug interactions.",CauseNet-cause.csv,,1,[],[],implicit,"[('drug', 'liver_problems'), ('drug', 'kidney_damage')]",Yes
"Apart from the illness itself causing anaemia and weakness, she would have been deemed unclean and excluded from temple worship.",CauseNet-cause.csv,,1,[],[],implicit,"[('illness', 'weakness'), ('illness', 'anaemia')]",Yes
"After ripping down tile and drywall, we quickly realized there was years of moisture causing rot, mold, and termite damage.",CauseNet-cause.csv,,1,[],[],implicit,"[('moisture', 'mold'), ('moisture', 'rot')]",Yes
The claims are few in number given the number of negligent acts and omissions causing injury and death and the results modest compared with other states.,CauseNet-cause.csv,,1,['claims'],[],implicit,"[('negligent_acts', 'injury'), ('negligent_acts', 'death')]",Yes
"Hookworms and whipworms, hook to the inside of the intestine and sucks blood from the dog, causing anemia and possibly death.",CauseNet-cause.csv,,1,[],[],implicit,"[('hookworms', 'anemia'), ('hookworms', 'death')]",Yes
"Planning a war of aggression, high treason, treason, illegal disclosure of secrets, engaging in relations that endanger peace, child abuse causing death, sexual assault causing death, robbery causing death, arson causing death, abduction for the purpose of blackmailing causing death, taking hostages causing death, effecting a nuclear explosion causing death, effecting an explosion causing death, misuse of ionizing radiation causing death, attacking a driver for the purpose of committing a robbery causing death, and attacking air or sea traffic causing death.",CauseNet-cause.csv,,1,[],[],implicit,"[('explosion', 'death'), ('child_abuse', 'death'), ('arson', 'death'), ('robbery', 'death'), ('sexual_assault', 'death')]",Yes
"Male infertility is due to low sperm production,misshapen or immobile sperm, varicocele or blockages that prevent the delivery of sperm.Illnesses,injuries,chronic health problems,problems with erection and ejaculation,hormonal problems,genetic problem,lifestyle choices and other factors like environmental toxins and radiation can play a role in causing male infertility.",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('varicocele', 'male_infertility'), ('immobile_sperm', 'male_infertility')]",Yes
Alzheimer's disease is a severe degenerative disorder causing memory loss and other cognitive deficits in roughly 10 percent of the elderly.,CauseNet-cause.csv,,1,[],[],implicit,"[('severe_degenerative_disorder', 'cognitive_deficits'), ('severe_degenerative_disorder', 'memory_loss')]",Yes
"These are mainly human papilloma virus (HPV) causing cervical carcinoma, and Epstein-Barr virus causing B cell lymphomas and nasopharyngeal carcinomas.",CauseNet-cause.csv,,1,[],[],implicit,"[('human_papilloma_virus', 'cervical_carcinoma'), ('epstein-barr_virus', 'nasopharyngeal_carcinomas'), ('epstein-barr_virus', 'b_cell_lymphomas')]",Yes
"All around Kenya, deforestation is causing biodiversity loss, soil erosion, deteriorating water quality, loss of fuel wood for home fires, and a variety of other environmental and social problems.",CauseNet-cause.csv,,1,[],[],implicit,"[('deforestation', 'soil_erosion'), ('deforestation', 'biodiversity_loss')]",Yes
"The most common vectors used in genetic engineering biotechnology are a chimaeric recombination of natural genetic parasites from different sources, including viruses causing cancers and other diseases in animals and plants, with their pathogenic functions 'crippled', and tagged with one or more antibiotic resistance 'marker' genes, so that cells transformed with the vector can be selected.",CauseNet-cause.csv,,1,[],[],implicit,"[('viruses', 'cancers'), ('viruses', 'diseases_in_animals')]",Yes
"Other spirits quickly learned this, too and used this ability to make mischief, causing computer crashes and errors which were attributed to viruses or programming errors.",CauseNet-cause.csv,,1,[],[],implicit,"[('viruses', 'computer_crashes'), ('viruses', 'errors'), ('programming_errors', 'errors')]",Yes
Equinyl Combo may help ease pain and inflammation associated with training and competition without causing gastrointestinal side effects.,CauseNet-cause.csv,,1,[],[],implicit,"[('training', 'pain'), ('competition', 'pain')]",Yes
"Organisms causing urinary tract infections and diarrhea such as Escherichia coli, Salmonella and Shigella have plasmids which produce a new dihydrofolate reductase that has a low affinity for trimethoprim and sulfonamides.",CauseNet-cause.csv,,1,[],[],implicit,"[('organisms', 'diarrhea'), ('organisms', 'urinary_tract_infections')]",Yes
"Secure outdoor objects such as lawn furniture that could blow away, causing damage or injury.",CauseNet-cause.csv,,1,[],[],implicit,"[('secure_outdoor_objects', 'damage'), ('secure_outdoor_objects', 'injury')]",Yes
"However, excess use and inefficient practices leads to nutrient over-enrichment, causing soil acidification and groundwater pollution, harmful algal blooms and dead zones in the sea, and loss of coral and sea grass cover.",CauseNet-cause.csv,,1,[],['leads to'],implicit,"[('excess_use', 'nutrient_over-enrichment'), ('inefficient_practices', 'nutrient_over-enrichment')]",Yes
"In order to take that step, scientists, doctors, and the government would have to be REALLY REALLY REALLY sure that the vaccines were causing ""autism, asthma, diabetes, allergies , cancer and so on.""",CauseNet-cause.csv,,1,[],[],implicit,"[('vaccines', 'autism'), ('vaccines', 'diabetes'), ('vaccines', 'cancer'), ('vaccines', 'asthma'), ('vaccines', 'allergies')]",Yes
"A classification that relates to the type of damage or related pathophysiology causing a painful neuropathy includes neuropathies associated with mechanical nerve injury such as carpal tunnel syndrome, vertebral disk herniation, entrapment neuropathies, ulnar neuropathy, and neurogenetic thoracic outlet syndrome; metabolic disease associated neuropathies such as diabetic polyneuropathy; neuropathies associated with neurotropic viral disease such as herpes zoster and human immunodeficiency virus (HIV) disease; neuropathies associated with neurotoxicity such as chemotherapy of cancer or tuberculosis, radiation therapy, drug-induced neuropathy, and alcoholic neuropathy; neuropathies associated with inflammatory and/or immunologic mechanisms such as multiple sclerosis, anti-sulfatide antibody neuropathies, neuropathy associated with monoclonal gammopathy, Sjogren's disease, lupus, vasculitic neuropathy, polyclonal inflammatory neuropathies, Guillain-Barre syndrome, chronic inflammatory demyelinating neuropathy, multifocal motor neuropathy, paraneoplastic autonomic neuropathy, ganlinoic acetylcholine receptor antibody autonomic neuropathy, Lambert-Eaton myasthenic syndrome and myasthenia gravis; neuropathies associated with nervous system focal ischemia such as thalamic syndrome (anesthesia dolorosa); neuropathies associated with multiple neurotransmitter system dysfunction such as complex regional pain syndrome (CRPS); neuropathies associated with chronic/neuropathic pain such as osteoarthritis, lower back pain, fibromyalgia, cancer bone pain, chronic stump pain, phantom limb pain, and paraneoplastic neuropathies; neuropathies associated with neuropathic pain including peripheral neuropathies such as postherpetic neuralgia, toxic neuropathies (e.g., exposure to chemicals such as exposure to acrylamide, 3-chlorophene, carbamates, carbon disulfide, ethylene oxide, n-hexane, methyl n-butylketone, methyl bromide, organophosphates, polychlorinated biphenyls, pyriminil, trichlorethylene, or dichloroacetylene), focal traumatic neuropathies, phantom and stump pain, monoradiculopathy, and trigeminal neuralgia; and central neuropathies including ischemic cerebrovascular injury (stroke), multiple sclerosis, spinal cord injury, Parkinson's disease, amyotrophic lateral sclerosis, syringomyelia, neoplasms, arachnoiditis, and post-operative pain; mixed neuropathies such as diabetic neuropathies (including symmetric polyneuropathies such as sensory or sensorimotor polyneuropathy, selective small-fiber polyneuropathy, and autonomic neuropathy; focal and multifocal neuropathies such as cranial neuropathy, limb mononeuropathy, trunk mononeuro-pathy, mononeuropathy multiplex, and asymmetric lower limb motor neuropathy) and sympathetically maintained pain.",CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'neuropathy'), ('neuropathic_pain', 'neuropathies')]",Yes
Many people have allergic reactions to these preservatives causing skin rashes and irritation.,CauseNet-cause.csv,,1,[],[],implicit,"[('allergic_reactions', 'skin_rashes'), ('allergic_reactions', 'irritation')]",Yes
"The course presents the concept of pathogenicity and virulence as they relate to disease causing bacteria, viruses, and fungi.",CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'bacteria'), ('disease', 'viruses'), ('disease', 'fungi')]",Yes
"""These bulges, called aneurysms, can burst or rupture causing severe internal bleeding, which can lead to shock and even death.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('severe_internal_bleeding', 'death'), ('severe_internal_bleeding', 'shock')]",Yes
"As mentioned above the Crime (Sentences) Act 1997, implemented on October 1, 1997, required an automatic life sentence (unless there were exceptional circumstances) for a person age 18 or older convicted for the second time for a serious violent or sexual offense (including homicide, rape, assault causing grievous bodily harm and robbery involving the use of real or imitation firearms).",CauseNet-cause.csv,,1,[],[],implicit,"[('assault', 'grievous_bodily_harm'), ('assault', 'robbery')]",Yes
"This includes history of any episodes of important physical injury or trauma; sexual and reproductive history; and any history of neurologic disorders, allergies, drug sensitivities, and conditions causing pain and discomfort.",CauseNet-cause.csv,,1,[],[],implicit,"[('conditions', 'pain'), ('conditions', 'discomfort')]",Yes
These tests can help determine whether an infection or some other disorder might be causing the symptoms.,CauseNet-cause.csv,,1,[],[],implicit,"[('infection', 'symptoms'), ('disorder', 'symptoms')]",Yes
"In addition to the usual lies about abortion causing breast cancer, infertility or giving you AIDS (yes, I have actually heard people say that!)",CauseNet-cause.csv,,1,[],[],implicit,"[('abortion', 'breast_cancer'), ('abortion', 'infertility')]",Yes
"Increasing blood flow to the reproductive organs is the most important aspect of treating infertility when it comes to estrogen dominance causing blocked fallopian tubes, ovarian cysts, fibroids and endometriosis.",CauseNet-cause.csv,,1,[],[],implicit,"[('estrogen_dominance', 'ovarian_cysts'), ('estrogen_dominance', 'endometriosis'), ('estrogen_dominance', 'fibroids')]",Yes
"But really, the premise behind homeopathic remedies is that using a minimum dose of the medication, the body's on natural regulation and self-healing properties will fight off the disease or infection that is causing symptoms.",CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'symptoms'), ('infection', 'symptoms')]",Yes
"Bacteria can live in our mouth in the form of plaque, causing cavities and gingivitis, which can lead to periodontal (gum) disease.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('gingivitis', 'disease'), ('cavities', 'disease')]",Yes
"That's what 2387A had become--an illness, a condition causing her considerable discomfort and worry.",CauseNet-cause.csv,,1,[],[],implicit,"[('condition', 'considerable_discomfort'), ('condition', 'worry')]",Yes
These areas are used to classify pain into two broad groups: conditions causing pain with extension and conditions causing pain with flexion.,CauseNet-cause.csv,,1,[],[],implicit,"[('conditions', 'pain'), ('extension', 'pain')]",Yes
"It's these other metabolic processes that are causing the weight loss, and the weight gain.""",CauseNet-cause.csv,,1,[],[],implicit,"[('metabolic_processes', 'weight_loss'), ('weight_gain', 'weight_loss')]",Yes
Resveratrol kills the acne causing bacteria and also does away with the redness generally associated with acne.,CauseNet-cause.csv,,1,[],[],implicit,"[('acne', 'bacteria'), ('acne', 'redness')]",Yes
"A syndrome due to the dengue virus that tends to affect children under 10, causing abdominal pain, hemorrhage (bleeding) and circulatory collapse (shock).",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('syndrome', 'hemorrhage'), ('syndrome', 'abdominal_pain')]",Yes
"You'll hear from long-term survivors about such very real issues as quality of life, fear of relapse [5]Recurrence of the disease following treatment., physical health, fatigue, cognitive changes, sexuality, re-vaccination, emotional wellbeing; hepatitis [6]Disease of the liver causing inflammation which can lead to scarring of the liver.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('inflammation', 'scarring_of_the_liver'), ('disease_of_the_liver', 'inflammation')]",Yes
His digestive tract was overgrown with disease causing bacteria and yeast.,CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'bacteria'), ('disease', 'yeast')]",Yes
"Droughts, floods and hurricanes are causing enormous damage and destruction of properties, and landscapes as well as poverty, despair and death to hundreds of thousands of people around the world.",CauseNet-cause.csv,,1,[],[],implicit,"[('floods', 'enormous_damage'), ('hurricanes', 'enormous_damage')]",Yes
"Unresolved emotional issues are also addressed during a Yoga Nidra session, by bringing up images and feelings that are causing pain, confusion, and anxiety, while letting these feelings, images, and experiences go.",CauseNet-cause.csv,,1,[],[],implicit,"[('feelings', 'anxiety'), ('feelings', 'pain'), ('feelings', 'confusion'), ('images', 'anxiety'), ('images', 'confusion')]",Yes
"(The Office of Child Abuse and Neglect, in the Children's Bureau, will participate pending the reauthorization of the Child Abuse Prevention and Treatment Act and the variety of diseases and conditions (e.g., through elevated exposure to toxins causing anemia, cancer, heart disease, poor immune functioning, and asthma; through inadequate health promoting behaviors--medical checkups, proper diet, etc.--needed to prevent disease or manage chronic disorder).",CauseNet-cause.csv,,1,[],[],implicit,"[('toxins', 'cancer'), ('toxins', 'asthma'), ('toxins', 'heart_disease'), ('toxins', 'anemia'), ('toxins', 'poor_immune_functioning')]",Yes
"Antiseptic and anti-plaque mouth rinse claims to kill the bacterial plaque causing caries, gingivitis, and bad breath.",CauseNet-cause.csv,,1,['claims'],[],implicit,"[('bacterial_plaque', 'gingivitis'), ('bacterial_plaque', 'bad_breath'), ('bacterial_plaque', 'caries')]",Yes
Initially trespass was any wrongful conduct directly causing injury or loss; in modern law trespass is an unauthorized entry upon land.,CauseNet-cause.csv,,1,[],[],implicit,"[('wrongful_conduct', 'loss'), ('wrongful_conduct', 'injury')]",Yes
Forgiving road conditions reduce the likelihood of collisions causing injury or death.,CauseNet-cause.csv,,1,[],[],implicit,"[('collisions', 'death'), ('collisions', 'injury')]",Yes
"When it is most severe, depression can lead to self-harm or even suicide, causing the death of your baby.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('depression', 'suicide'), ('depression', 'self-harm')]",Yes
"In general we think of allergies causing congestion, asthma, skin rashes and such.",CauseNet-cause.csv,,1,[],[],implicit,"[('allergies', 'asthma'), ('allergies', 'congestion'), ('allergies', 'skin_rashes')]",Yes
"Unemployment, underemployment and difficulties obtaining professional work are causing depression, boredom, isolation and cynicism.",CauseNet-cause.csv,,1,[],[],implicit,"[('unemployment', 'depression'), ('unemployment', 'isolation'), ('underemployment', 'boredom')]",Yes
"The status of the Tibetan antelope meets all of the criteria under the Endangered Species Act required for an Endangered listing: 1) poaching of the antelope is causing critical overutilization of the species for commercial purposes; 2) existing national and international regulatory mechanisms are inadequate to protect the species, as demonstrated by increasing chiru poaching and international trade in shahtoosh; 3) Increased resource extraction, rangeland use, settlement and human-chiru conflict in Tibetan antelope habitat may lead to the adverse modification, curtailment and destruction of the chiru's range if present trends continue; 4) As populations decline, natural processes, such as disease, will begin to have a greater impact on smaller, more fragmented populations of chiru, and; 5) while Tibetan antelope populations are vulnerable to periodic snowstorms of catastrophic proportions, and have been for millennia, such catastrophic mortality may reduce the long-term persistence of a species that is in such precipitous decline.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('rangeland_use', 'adverse_modification'), ('rangeland_use', 'curtailment'), ('rangeland_use', ""destruction_of_the_chiru_'s_range""), ('increased_resource_extraction', 'adverse_modification'), ('increased_resource_extraction', 'curtailment'), ('increased_resource_extraction', ""destruction_of_the_chiru_'s_range""), ('settlement', 'adverse_modification'), ('settlement', 'curtailment'), ('settlement', ""destruction_of_the_chiru_'s_range""), ('human-chiru_conflict_in_tibetan_antelope_habitat', 'adverse_modification'), ('human-chiru_conflict_in_tibetan_antelope_habitat', 'curtailment'), ('human-chiru_conflict_in_tibetan_antelope_habitat', ""destruction_of_the_chiru_'s_range"")]",Yes
"Weather has been causing flight delays and cancellations for as long as planes have been in the air, and when weather strikes the airlines have always been left scrambling, trying to alert passengers and help them make other arrangements.",CauseNet-cause.csv,,1,[],[],implicit,"[('weather', 'flight_delays'), ('weather', 'cancellations')]",Yes
"However, the Iraqi Kurds' political autonomy, demands, and ambitions are causing friction with Christian and other minorities in the north, with Prime Minister Nuri al-Maliki and other Arab leaders of Iraq, and with neighboring Turkey, and Iran.",CauseNet-cause.csv,,1,[],[],implicit,"[(""iraqi_kurds_'_political_autonomy"", 'friction_with_christian_and_other_minorities_in_the_north'), ('demands', 'friction_with_christian_and_other_minorities_in_the_north'), ('ambitions', 'friction_with_christian_and_other_minorities_in_the_north')]",Yes
"No optional startup software will load, helpful when a virus, spyware, or corrupted software program or hardware driver is causing problems in a normal startup mode.",CauseNet-cause.csv,,1,[],[],implicit,"[('virus', 'problems'), ('spyware', 'problems')]",Yes
Serious cases of E. coli can lead to Hemolytic Uremic Syndrome causing kidney failure and possibly death.,CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('hemolytic_uremic_syndrome', 'kidney_failure'), ('hemolytic_uremic_syndrome', 'death')]",Yes
"Lyme disease can also affect the nervous system causing stiffness, headache, loss of muscle tone, and even paralysis.",CauseNet-cause.csv,,1,[],[],implicit,"[('nervous_system', 'paralysis'), ('nervous_system', 'headache')]",Yes
"Product liability cases can involve products such as toys, automobile design, household products, industrial machinery and equipment, farm machinery, products causing explosions or burns, aviation products, and medical devices to name just a few.",CauseNet-cause.csv,,1,[],[],implicit,"[('products', 'burns'), ('products', 'explosions')]",Yes
Subjects were asked to confirm symptoms of hypoglycemia with SMBG and were asked about episodes of severe hypoglycemia causing coma or seizure at each review.,CauseNet-cause.csv,,1,[],[],implicit,"[('severe_hypoglycemia', 'coma'), ('severe_hypoglycemia', 'seizure')]",Yes
"The verynature of the family structure is in a state of change causing confusion and insecurity (Duncan, 1992; Lewis, 1992; Wanat, 1992).",CauseNet-cause.csv,,1,[],[],implicit,"[('change', 'confusion'), ('change', 'insecurity')]",Yes
"Earth is warming up, global temperatures are climbing, pollution is causing global warming, violent weather, floods, earthquakes and storms.",CauseNet-cause.csv,,1,[],[],implicit,"[('pollution', 'global_warming'), ('pollution', 'storms')]",Yes
"Unlike healthy human cells that love oxygen, the disease causing viruses, bacteria, fungi, and parasites - including HIV & cancer virons, arthritis microbes, and others - like most primitive lower life forms, are almost all anaerobic .",CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'bacteria'), ('disease', 'viruses'), ('disease', 'fungi'), ('disease', 'parasites')]",Yes
Some industries are highly cyclical with an economic boom causing huge expansion and recession causing bankruptcy.,CauseNet-cause.csv,,1,[],[],implicit,"[('economic_boom', 'recession'), ('recession', 'bankruptcy')]",Yes
"It is important to remember that some disease causing viruses and bacteria are transmitted in the air and by you (clothing, equipment).",CauseNet-cause.csv,,1,[],[],implicit,"[('disease', 'bacteria'), ('disease', 'viruses')]",Yes
"Link to New York Statewide Transportation Plan The Oregon Transportation Plan (OTP) recognizes the impact of transportation on climate change in its trends and challenges: ""Transportation is causing global warming and other environmental degradation.""",CauseNet-cause.csv,,1,[],[],implicit,"[('transportation', 'global_warming'), ('transportation', 'environmental_degradation')]",Yes
Saccharin has been getting a bad rep for years as an artificial product potentially causing different health problems and other issues.,CauseNet-cause.csv,,1,[],[],implicit,"[('artificial_product', 'issues'), ('artificial_product', 'different_health_problems')]",Yes
"The greenhouse effect, causing global warming or climate change, is a phenomenon which affects us all.",CauseNet-cause.csv,,1,[],[],implicit,"[('greenhouse_effect', 'global_warming'), ('greenhouse_effect', 'climate_change')]",Yes
By August her pregnancy as well as her personality were causing more difficulties; Byron agreed to support the child but became more and more determined to have nothing to do with its mother.,CauseNet-cause.csv,,1,[],[],implicit,"[('pregnancy', 'difficulties'), ('personality', 'difficulties')]",Yes
"Herniated discs can sometimes put pressure on the sciatic nerve, causing a condition called sciatica, which leads to numbness, pain, or a tingling sensation in the legs.",CauseNet-cause.csv,,1,[],['leads to'],implicit,"[('condition', 'pain'), ('condition', 'numbness')]",Yes
ANNCR: A severe storm watch means there is an immediate possibility of high winds and torrential rain causing extensive damage and flooding.,CauseNet-cause.csv,,1,[],[],implicit,"[('high_winds', 'flooding'), ('high_winds', 'extensive_damage')]",Yes
"Serious cases of E. coli can lead to hemolytic uremic syndrome (HUS) causing kidney failure, hypertension, brain damage, heart problems, blindness and possibly death.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('hemolytic_uremic_syndrome', 'kidney_failure'), ('hemolytic_uremic_syndrome', 'death'), ('hemolytic_uremic_syndrome', 'blindness'), ('hemolytic_uremic_syndrome', 'brain_damage'), ('hemolytic_uremic_syndrome', 'heart_problems')]",Yes
"The Cities for Climate Protection (CCP) (http://www.iclei.org/co2/co2.htm) is a campaign of the International Council for Local Environmental Initiatives (ICLEI), which encourages cities to reduce the pollution causing Global Warming and Climate Change, and related air pollutants.",CauseNet-cause.csv,,1,[],[],implicit,"[('pollution', 'global_warming'), ('pollution', 'climate_change')]",Yes
"Financially, the stress was causing anxiety attacks and migraines so severe I stayed in bed.",CauseNet-cause.csv,,1,[],[],implicit,"[('stress', 'migraines'), ('stress', 'anxiety_attacks')]",Yes
"However, the risk of a vaccine causing serious harm or death is extremely small.",CauseNet-cause.csv,,1,[],[],implicit,"[('vaccine', 'death'), ('vaccine', 'serious_harm')]",Yes
"Platelets in the blood can clump around the procedure site, causing clots that can lead to heart attack, stroke, and death.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('clots', 'stroke'), ('clots', 'heart_attack'), ('clots', 'death')]",Yes
"Symptoms are due to the pressure of the tumor around the stomach and the actual abdomen, causing abdominal soreness, swelling, loss of desire for food, vomiting, breathing problems, anemia and tons of other symptoms.",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('actual_abdomen', 'symptoms'), ('pressure_of_the_tumor_around_the_stomach', 'symptoms')]",Yes
"[ 2] Other toxins can be associated with tuberculosis, syphilis or other diseases due to microbes; excess hormone secretions; constipation: producing toxins in the gut; pathogenic bacteria: causing food to putrefy and produce toxins in the gut;[3] and emotional stress can be a large contributor of toxins in the body.",CauseNet-cause.csv,,1,[],['due to'],implicit,"[('toxins', 'diseases'), ('microbes', 'diseases')]",Yes
"Earthquakes and destructive storms, often causing injury and loss of life, are common.",CauseNet-cause.csv,,1,[],[],implicit,"[('earthquakes', 'loss_of_life'), ('earthquakes', 'injury')]",Yes
"The bacteria can travel throughout your body, causing inflammation or infections that may lead to heart disease, stroke, diabetes, or pneumonia.",CauseNet-cause.csv,,1,[],['lead to'],implicit,"[('inflammation', 'heart_disease'), ('inflammation', 'diabetes'), ('infections', 'pneumonia'), ('infections', 'heart_disease'), ('infections', 'diabetes'), ('infections', 'stroke'), ('inflammation', 'stroke'), ('inflammation', 'pneumonia')]",Yes
"As to vaccines causing death, again there are so few deaths that could plausibly be attributed to vaccines that it is hard to assess the risk statistically.",CauseNet-cause.csv,,1,[],[],implicit,"[('vaccines', 'death'), ('vaccines', 'deaths')]",Yes
"But, the above stated 'will become' is misleading: Climate change is already causing violence, conflict, and wars around the globe.",CauseNet-cause.csv,,1,[],[],implicit,"[('climate_change', 'conflict'), ('climate_change', 'violence')]",Yes
"Tobacco smoke is also an important source of indoor air pollution, contributing to a noxious environment, and causing eye irritation, sore throat, cough, and headache (http://tobacco.who.int/en/advocacy/wntd2001a.html).",CauseNet-cause.csv,,1,[],[],implicit,"[('tobacco_smoke', 'sore_throat'), ('tobacco_smoke', 'cough'), ('tobacco_smoke', 'eye_irritation'), ('tobacco_smoke', 'headache')]",Yes
Higher protaglandin levels increase uterine contractions causing cramps and pain.,CauseNet-cause.csv,,1,[],[],implicit,"[('uterine_contractions', 'pain'), ('uterine_contractions', 'cramps')]",Yes
"While conventional medicine focuses on treatments and diagnosis of pathogens causing any pain or illness, the health animal alternative medicine physical therapy aims attention to the diagnosis of the body itself and certain disparities that give rise to the disease.",CauseNet-cause.csv,,1,[],[],implicit,"[('pathogens', 'illness'), ('pathogens', 'pain')]",Yes
