sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
"The [text obscured] has been advised that Mr. Hassler made a public statement thereafter, stating that he meant nothing discriminatory and apologized for any controversy caused by his comments....",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('comments', 'controversy')]",No
"H. pylori was discovered in April 1982 by two Australian physicians, Dr. Barry Marshall and Dr. In 1983 the two doctors proposed that the bacterium is the cause of peptic (duodenal and gastric) ulcers.",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('bacterium', 'ulcers')]",No
"But when Detective Inspector C.D. Sloan of the Berebury C.I.D. arrives on the scene, he discovers that a bullet was the actual cause of death and that the young woman was several months pregnant at the time.",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('bullet', 'death')]",No
"Anthony L. Komaroff, M.D. spoke about how the search for a cause is ongoing yet ""infectious agents can trigger and perpetuate"" the illness.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('infectious_agents', 'illness')]",No
Arthritis patients often take statins because because the No. 1 cause of death for people with rheumatoid arthritis (RA ) is cardiovascular disease.,CauseNet-cause.csv,,2,[],"['because', 'because', 'cause']",explicit,"[('cardiovascular_disease', 'death')]",No
"B.t. is closely related to B. cereus, a bacteria that causes food poisoning and to B. anthracis, the agent of the disease anthrax.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('bacteria', 'food_poisoning')]",No
"During the meeting, six board members were elected to three-year terms: J. Patrick Elliott, vice president of business development for Terumo Cardiovascular Systems Corp. of Ann Arbor; Barry Klein, director of market development for GlaxoSmithKline Pharmaceuticals of Comstock Park; James Freeman, vice president of laboratory services for Pfizer Animal Health of Kalamazoo; Mark Kielb, CFO of the Altarum Institute of Ann Arbor; Dr. Joe Schwarz, a former U.S. congressman, of the Family Health Center in Battle Creek; and Eric Stief, director of venture development at Wayne State University.The keynote speaker, Harry Stylli, president and CEO of San Diego-based Sequenom Inc. (Nasdaq: AQNM), said that his company, which develops tests and equipment for DNA analysis, including noninvasive neonatal tests for diseases caused by genetic abnormalities, would use Michigan as a center for future growth.",CauseNet-cause.csv,,4,[],['caused'],explicit,"[('genetic_abnormalities', 'diseases')]",No
"that it is ""not sufficient"" that a motor vehicle somehow be involved in the events leading to the injury; rather, ""The injury must be proximately caused by the negligent 'operation of a motor vehicle.' """,CauseNet-cause.csv,,2,[],"['leading to', 'caused']",explicit,"[('events', 'injury')]",No
Sudden Death Syndrome (SDS) is caused by Fusarium solani f. sp. glycines.,CauseNet-cause.csv,,2,[],['caused'],explicit,"[('fusarium_solani_f._sp_._glycines', 'sudden_death_syndrome')]",No
"Johne's Disease is caused by the bacterium, Mycobacterium avium subsp. paratuberculosis.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('bacterium', ""johne_'s_disease"")]",No
"She was a diligent member of the Baptist church, from where the funeral took place, conducted by Rev. The deceased was well known and highly esteemed here, and her death causes deep regret.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('death', 'deep_regret')]",No
"Kenny also knew that Pauli & Co. was concerned that the transactions might cause losses to the firm; Kenny was asked to sign a note promising to repay Pauli & Co. the commissions he had been paid on Wilson's sell transactions if the transactions were lost, canceled, or reversed.",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('transactions', 'losses')]",No
"Among them are the possibility that the chafing dishes set up in the ""Swiss Hall"" to heat the food for the U.N. Secretary-General's affair, overloaded the palace circuits and caused a short circuit leading to the fire.",CauseNet-cause.csv,,2,[],"['caused', 'leading to']",explicit,"[('short_circuit', 'fire')]",No
"On appeal, the Board found that the ALJ's conclusion that Mr. Langford's disability directly resulted from a specific act or occurrence determinable by a definite time and place ""erroneously expands the definition of occupational disability to include a disability that is primarily caused by degeneration that is the result of the natural-aging process.""",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('natural-aging_process', 'degeneration')]",No
"Because of damage to Day's body by the backhoe, it took San Francisco Medical Examiner Dr. Boyd Stephens weeks to conclusively determine that her death was caused by asphyxiation.",CauseNet-cause.csv,,2,[],"['Because', 'caused']",explicit,"[('asphyxiation', 'death')]",No
Structure of the N-terminal region of Haemophilus influenzae H10017: implications for function; Yu L et al. ; Haemophilus influenzae is a gram-negative pathogen that causes infections ranging from asymptomatic colonization of the human upper respiratory tract to serious invasive diseases such as meningitis .,CauseNet-cause.csv,,2,[],['causes'],explicit,"[('gram-negative_pathogen', 'infections')]",No
"However, Mr. Wright, as well as the rest of the HIV believers, including Mr. Swenson, Marysia, and all others who yet blindly follow the belief that HIV is the cause of AIDS, continue to ignore the realities of those who are suffering actual illness and disease, and the obvious effects on their immune systems of lives lived in an emotional state of helpless hopelessness, intensely high stress, drugs both licit and illicit, poverty, malnutrition, the strain of population explosions throughout the continent of Africa (whose population just so happens to have doubled over the last 25 years to now nearly one billion people), and the humiliations of still current racism and colonialism, as well as religiously based homophobism and the rejection and shaming of gays that still deeply and excruciatingly affects some gays in the western world.",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('hiv', 'aids')]",No
"To increase such awareness, the BMA has asked the U.K. government and the European Union to mandate an additional tobacco-product label warning: ""Smoking causes male sexual impotence.""",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('smoking', 'male_sexual_impotence')]",No
"Both Catie and Annie are a Sgt. in Fairfields' daughters, they both have Batten Disease, which causes blindness, seizures, cognitive and motor loss, dementia ultimately leading to the children becoming bed ridden and unable to communicate.",CauseNet-cause.csv,,2,[],"['causes', 'leading to']",explicit,"[('batten_disease', 'blindness')]",No
"In addition to the destruction caused by the war, Gen. Howard notes that: ""There were about 250 wagons in the city on my arrival, loading with pilfered plunder; pianoes, mirrors, furniture of all kinds, iron, hides without number, and an incalculable amount of other things, very valuable at the present time.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('war', 'destruction')]",No
"Bacterial infections caused by Gram-negative bacteria such as Vibrio sp., Aeromonas sp., and Yersinia sp. have been effectively controlled by vaccination.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('gram-negative_bacteria', 'bacterial_infections')]",No
"The study ""proves that H. pylori causes gastric cancer, and that treatment of H. pylori reduces the risk of developing cancer,"" says study leader Dr. Benjamin Wong, an associate professor of medicine at the University of Hong Kong.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('h._pylori', 'gastric_cancer')]",No
"All imaging was negative, and defendants denied that the forces involved in the fall were sufficient to cause brain injury to Mr. Compounding proof of injury difficulties, Mr. Herndon had a pre-existing seizure disorder, though counsel was able to establish that the fall caused seizures of a different type than those previously occurring.",CauseNet-cause.csv,,3,[],"['cause', 'caused']",explicit,"[('fall', 'seizures')]",No
"Table of Contents : GENERAL E.D.I.T.H. Candles Kitchens Home Extinguishers Babysitters Preventing Fire in Your Apartment/Condominium Prepare Your Apartment/Condominium for a Fire Emergency What To Do In Case of Fire in Your Apartment/Condominium Trip & Fall Hazard Prevention SEASONAL Christmas Trees, Lights & Electricity Heaters Fireplace/Woodstove Frostbite Winter Storms Fireworks SPECIAL Ash Disposal Carbon Monoxide Smoke Detectors Pets & Disasters Tornadoes Chemical Emergencies Heart Attack & Stroke Information Get Ready Coloring Book Notes: The National Association of State Fire Marshals Public Education Committee encourages your jurisdiction to use the monthly fire safety theme to assist in the prevention of injuries, death and destruction caused by fire.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('fire', 'injuries')]",No
"The Actos lawsuits claim that the drug causes bladder cancer, a side effect about which the manufacturer and co-defendant Eli Lilly & Co. failed to properly warn the public.",CauseNet-cause.csv,,2,['claim'],['causes'],explicit,"[('drug', 'bladder_cancer')]",No
"The two most important diseases that limit poplar productivity in the US are leaf rust, caused by Melampsora spp. and stem canker, caused by Septoria musiva.",CauseNet-cause.csv,,2,[],"['caused', 'caused']",explicit,"[('melampsora_spp_.', 'leaf_rust')]",No
Nor is J.W. Speaker Corporation liable for delays caused by circumstances or causes beyond its reasonable control.,CauseNet-cause.csv,,2,[],"['caused', 'causes']",explicit,"[('circumstances', 'delays')]",No
"Component replacement costs associated with this repair will be covered, aside from exceptions outlined within our limited warranty (this would include damages caused by misuse, abuse, accidents, etc.) examples of this includes cracked LCD, liquid spills etc.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('misuse', 'damages')]",No
"I was surprised to learn from Dr. Rodney Tolley of Walk 21 that for every pedestrian or cyclist killed, an estimated 56 people die due to diseases caused by lack of exercise.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('lack_of_exercise', 'diseases')]",No
"The body was taken to Barber's undertaking parlors, under the direction of Coroner Wright, where Dr. DeLaney was called and made a careful examination pronouncing heart disease to be the cause of death.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('heart_disease', 'death')]",No
"This hurricane had winds in excess of 100 m.p.h. and lasted for 48 hours.46 The damage caused by the water was greater than the wind damage.47 The heavy rains caused the nearby San Bernard River to flood, damaging the crops.",CauseNet-cause.csv,,2,[],"['caused', 'caused']",explicit,"[('water', 'damage')]",No
"For example, during NSSTA's 2009 Winter Meeting, featured speaker Rev. Oliver Williams challenged the NSSTA audience to identify structured settlement business conduct that caused ""shocked disbelief"" among NSSTA members.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('structured_settlement_business_conduct', 'shocked_disbelief')]",No
"Tylenol energy drink Right now, such products can contain up to 750 milligrams of , Dr. This product may contain inactive ingredients, which can cause allergic reactions or other problems.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('inactive_ingredients', 'allergic_reactions')]",No
"After witnessing the damage and destruction caused by violence, Mr. Elhanan came to recognize the futility of arms in resolving conflict, and instead has worked to advocate and educate for a diplomatic solution as a founding member of Combatants for Peace.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('violence', 'damage')]",No
"cialis buy online ""Erectile dysfunction is often caused by vascular disease,"" explained Dr. Ian Thompson, professor and chairman of the department of urology at the University of Texas Health Science Center at San Antonio.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('vascular_disease', 'erectile_dysfunction')]",No
"Thus includes individuals with mental retardation, cerebral palsy, autism, epilepsy, and other seizure disorders, sensory impairments, congenital disabilities, traumatic injuries, or conditions caused by disease (polio, muscular dystrophy, ect.).",CauseNet-cause.csv,,2,[],"['Thus', 'caused']",explicit,"[('disease', 'conditions')]",No
"Over the course of this trial, we will give you all the evidence you need to decide, beyond the shadow of a doubt, that Mr. Johnson knowingly had sex with Beth Ann Brooks, knowingly withheld from her the fact that he carried the deadly HIV, the virus that causes AIDS, and knowingly infected her with that virus, causing her death.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('virus', 'aids')]",No
"Ever since Dr. Linus Pauling began publicizing the value of megadoses of vitamin C in the early 1970's, there has been a persistent undertone of medical suspicion that vitamin C might cause kidney stones.",CauseNet-cause.csv,,2,[],"['since', 'cause']",explicit,"[('vitamin_c', 'kidney_stones')]",No
"Nine days later, Mr. The cause of death was listed as a heart attack.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('heart_attack', 'death')]",No
"This is an opinion piece based on the paper ""Governments and Climate Change Issues - the case for rethinking"" (David Henderson, opinion orig. pub WSJ, paper in World Economics, 7(4), 183-228) ""When millennial climate change patterns are mentioned, many people point to the '2,500 scientists from 130 countries' who have agreed that global warming is caused by the greenhouse effect.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('greenhouse_effect', 'global_warming')]",No
To assign to the employer a share of fault greater than that assigned to the employee whose negligent driving was a cause of the accident would be an inequitable apportionment of loss. . . .,CauseNet-cause.csv,,4,[],['cause'],explicit,"[('negligent_driving', 'accident')]",No
"World TB Day is observed on March 24 each year in commemoration of the date in 1882 when Dr. Robert Koch announced the discovery of Mycobacterum tuberculosis, the bacterium that causes tuberculosis.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('bacterium', 'tuberculosis')]",No
"""Stroke is the third leading cause of death in the United States but the leading cause of disability,"" Dr. Robert Rosenwasser, Chief of the Department of Neurological Surgery at Jefferson University Hospitals notes.",CauseNet-cause.csv,,2,[],"['cause', 'cause']",explicit,"[('stroke', 'death')]",No
"Key backers of the excised provisions, led by Rep. Henry A. Waxman, D-Calif., insisted they would make the confidentiality protections their top legislative priority in 1989, along with measures to extend anti-discrimination protections to individuals who tested positive for the virus that caused AIDS.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('virus', 'aids')]",No
"About three years before Merck pulled Vioxx from the market in September 2004, Dr. Topol published a paper in the Journal of the American Medical Association (""JAMA"") that raised the issue of whether Vioxx potentially caused heart problems.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('vioxx', 'heart_problems')]",No
"Falls are a cause of death in seven per cent of the B.C. Aboriginal population, ahead of drowning and fire-related deaths, and many of these falls and fall-related injuries can be prevented.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('falls', 'death')]",No
Doxycycline reduces airway inflammation and hyperresponsiveness in a murine model of toluene diisocyanate-induced asthma; Lee KS et al. ; BACKGROUND: Toluene diisocyanate (TDI) is a leading cause of occupational asthma .,CauseNet-cause.csv,,2,[],['cause'],explicit,"[('toluene_diisocyanate', 'occupational_asthma')]",No
"New options and new questions; Pizzo PA et al. ; Infectious complications are a frequent cause of morbidity and, at many centers, the major cause of death in patients with cancer .",CauseNet-cause.csv,,2,[],"['cause', 'cause']",explicit,"[('infectious_complications', 'morbidity')]",No
"Candida, a systemic yeast infection, causes problems from head to toe, creating symptoms that include: exhaustion and fatigue, brain fog, depression, poor concentration, poor memory, adrenal exhaustion, intestinal gas and bloating, muscle weakness . . . and hypoglycemia.",CauseNet-cause.csv,,4,[],['causes'],explicit,"[('candida', 'problems')]",No
"At the age of 83, Rev. John A. Murrell was visiting in Springfield when he was struck by a train at the depot and suffered injuries that caused his death September 19, 1902.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('injuries', 'death')]",No
"It appeared to be Dr. Collins' assignment to evaluate the studies and his conclusions were stunning: ""In both rabbit studies, aspartame appeared to cause birth defects.""",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('aspartame', 'birth_defects')]",No
"Members of a panel that included Democratic state Sen. ... KTVN Channel 2 - Reno Tahoe News Weather, Video - More Nevada Hispanic ... Suffocation leads in Vegas accidental child deathsLas Vegas SunAP A University of Nevada, Las Vegas report says suffocation was the leading cause of accidental deaths among Clark County children last year.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('suffocation', 'accidental_deaths')]",No
"Death was caused by a bullet which severed Dr. The cross examination was intended to show the nature of the wounds, the point of entrance and the cause of death.",CauseNet-cause.csv,,2,[],"['caused', 'cause']",explicit,"[('bullet', 'death')]",No
"The research, by Dr. UC Davis researchers have discovered that the human immunodeficiency virus, the virus that causes AIDS, is able to survive efforts to destroy it by hiding out in the mucosal tissues of the intestine.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('virus', 'aids')]",No
"Exceptions: Nothing in this website disclaimer will exclude or limit any warranty implied by law that it would be unlawful to exclude or limit; and nothing in this website disclaimer will exclude or limit A2Z Computing Services, Inc. liability in respect of any: death or personal injury caused by A2Z Computing Services, Inc. negligence; fraud or fraudulent misrepresentation on the part of A2Z Computing Services, Inc; or matter which it would be illegal or unlawful for A2Z Computing Services, Inc. to exclude or limit, or to attempt or purport to exclude or limit, its liability.",CauseNet-cause.csv,,4,[],['caused'],explicit,"[('fraudulent_misrepresentation', 'death')]",No
"""The pneumonia shot protects only against a bacteria that often causes pneumonia called Streptococcus pneumonae,"" says Dr. Luis Ostrosky Zeichner, an assistant professor of internal medicine specializing in infectious diseases at The UT Medical School at Houston.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('bacteria', 'pneumonia')]",No
"""Traffic crashes are a leading cause of death, particularly among young people 5 to 44 years of age,"" said Michael R. ""For the first time, we have solid data to hold us accountable and to target our efforts.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('traffic_crashes', 'death')]",No
"Oz explains how periodontal disease causes bad breath, and worseMay 24, 2011 - Fresh Breath Happenings Periodontal disease is a more extreme version of gingivitis, and if you have this condition, you can suffer from bad breath, tooth loss and even cardiovascular disease, according to an animated clip created for the Dr. Click to read articleDentists are one of the first lines of defense against bad breathMay 23, 2011 - Oral Care Industry NewsIt may sound obvious, but it pays to listen to your dentist.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('periodontal_disease', 'bad_breath')]",No
OBJECTIVE.: Anal cancer and other diseases caused by human papillomavirus (HPV) are more common among people who are HIV-positive.,CauseNet-cause.csv,,2,[],['caused'],explicit,"[('human_papillomavirus', 'anal_cancer')]",No
"LoBiondo Applauds Disaster Designation for Crop Losses Resulting from Summer Drought - MAYS LANDING, N.J. - U.S. Congressman Frank A. LoBiondo (NJ-02) today announced that South Jersey counties have received a disaster designation by the U.S. Department of Agriculture (USDA) for crop losses caused by drought and excessive heat this past summer.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('drought', 'crop_losses')]",No
"Combined with the outstanding brightness of the lens, the POWER O.I.S. (Optical Image Stabilizer) and the Motion Deblur mode*, the DMC-FZ47(FZ48) thoroughly prevents any kind of blur - whether the blur is caused by a handshake or the subject's motion.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('handshake', 'blur')]",No
"Commentary The Spanish-American War inquiry asks students to explain the causes of the War by evaluating the statement: ""The explosion of the U.S.S. Maine caused the United States to invade Cuba in 1898.""",CauseNet-cause.csv,,2,[],"['causes', 'caused']",explicit,"[('explosion_of_the_u.s.s_._maine', 'united_states_to_invade_cuba_in_1898')]",No
"o Dogs with disease caused by infection with Ehrlichia spp. or Anaplasma spp. commonly present with fever, lethargy, depression, anorexia, and weight loss.",CauseNet-cause.csv,,3,[],['caused'],explicit,"[('infection', 'disease')]",No
"He has been given the best of attention by Dr. L. C. Bean at the Marine Hospital and was talking to an attendant two hours before his death, which was caused by hemorrhage of the brain.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('hemorrhage_of_the_brain', 'death')]",No
"In the 1990s, lack of software support of diacritics caused an unofficial style of orthography, often called translits, to emerge for use in situations when the user is unable to access Latvian diacritic marks (e-mail, newsgroups, web user forums, chat, SMS etc.).",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('lack_of_software_support_of_diacritics', 'unofficial_style_of_orthography')]",No
"Gilbert is working with a coalition of patients with diseases caused by asbestos exposure and their families to defeat the proposed Furthering Asbestos Claims Transparency (FACT) Act of 2015 (H.R. 526, S. 357).",CauseNet-cause.csv,,3,['Claims'],['caused'],explicit,"[('asbestos_exposure', 'diseases')]",No
"The discovery caused some surprise, and Mr. Rijnhart, with Rahim, mounted our best horses to go back and if possible bring the truants to camp again, leaving Charlie and myself with Topsy to await their return.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('discovery', 'surprise')]",No
"(p. 98) She also says that a deficiency of Vitamin B-6, one of the B-vitamins, can cause or exacerbate nausea and vomiting, bad breath, headaches, dry, scaly skin, intestinal cramps, aches and cramping in the legs (especially at night), nervousness, insomnia, dizziness, irritability, dandruff, difficulty concentrating, hemorrhoids, anemia, and lowered resistance to infections.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('deficiency_of_vitamin_b-6', 'insomnia')]",No
"Hand out the hard copy of the assignment question: ""The explosion of the U.S.S. Maine caused the United States to invade Cuba in 1898.""",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('explosion_of_the_u.s.s_._maine', 'united_states_to_invade_cuba_in_1898')]",No
"To quench the free radicals caused by sun exposure and to prevent skin damage, Dr. Burke recommends daily supplements of 50 to 200 micrograms of selenium in the form of 1-selenomethionine, depending on where you live and your family history of cancer.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('sun_exposure', 'free_radicals')]",No
"In 1816, the illness which ultimately caused her death began to be felt by Jane Austen, and in the May of the following year the two sisters went to Winchester, in order that Jane might have the medical advice of Mr. Lyford, a doctor of great reputation at that time.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('illness', 'death')]",No
"Most of that, $53.9M, came from Europe while Asia added $19.2M and Latin America kicked in $11.9M. Carrying a reported production budget of $125M, Tomorrow finds humanity dealing with the rapid onslaught of extreme freezing, tornadoes, hail storms and other natural disasters caused by climate changes due to mankind's neglect of the environment.",CauseNet-cause.csv,,2,[],"['caused', 'due to']",explicit,"[('climate_changes', 'natural_disasters')]",No
"""The myth that osteoporosis is caused by calcium deficiency was created to sell dairy products,"" said Dr. John McDougall, who operates a health and medical center in Santa Rosa, California.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('calcium_deficiency', 'osteoporosis')]",No
"""Mercury does cause neurological damage to people even in tiny quantities,"" Sen. John Marty, a Dem.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('mercury', 'neurological_damage')]",No
"While the Pentagon tells U.S. military personnel that the health risks from inhaling depleted uranium are low, a study - sponsored by the Dept. of Defense - confirms that even low-level radiation causes cancer.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('low-level_radiation', 'cancer')]",No
